response_id,clip_id,participant_id,fold_r,stimulus_index,time_taken_s,is_attention,language,age,gender,PAQ1_pleasant,PAQ2_vibrant,PAQ3_eventful,PAQ4_chaotic,PAQ5_annoying,PAQ6_monotonous,PAQ7_uneventful,PAQ8_calm,appropriate,ISOPleasant,ISOEventful,LAeq_dBA,loudness_N_sone,sharpness_S_acum,roughness_R_asper,fluctuation_strength_F_vacil,tonality_T_tu
ARAUS_ARAUS_00567_S45,ARAUS_000002,ARAUS_00567,-1,45,44.165,0,1,21,1,3,4,4,3,3,2,2,2,3,0.073223,0.426777,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00568_S01,ARAUS_000003,ARAUS_00568,-1,1,55.338,0,0,31,1,2,4,4,4,3,2,1,1,3,-0.176777,0.676777,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00568_S02,ARAUS_011467,ARAUS_00568,3,2,55.88,0,0,31,1,2,2,3,2,3,4,3,2,5,-0.25,-0.146447,60.7,14.8,1.28,0.0274,0.00805,0.163
ARAUS_ARAUS_00568_S03,ARAUS_012094,ARAUS_00568,3,3,52.872,0,0,31,1,3,3,3,3,3,4,4,2,4,-0.146447,-0.103553,63.14,17.5,1.55,0.0297,0.0188,0.0864
ARAUS_ARAUS_00568_S04,ARAUS_011230,ARAUS_00568,3,4,52.203,0,0,31,1,2,2,2,2,3,3,4,2,3,-0.176777,-0.28033,54.66,10.5,1.62,0.0205,0.0099,0.225
ARAUS_ARAUS_00568_S05,ARAUS_012502,ARAUS_00568,3,5,57.556,0,0,31,1,3,4,3,3,2,3,2,2,3,0.103553,0.25,64.09,16.1,1.55,0.0319,0.03,0.233
ARAUS_ARAUS_00568_S06,ARAUS_009589,ARAUS_00568,3,6,50.152,0,0,31,1,2,2,2,2,2,3,4,2,4,-0.073223,-0.28033,61.93,14.6,1.37,0.0294,0.0239,0.166
ARAUS_ARAUS_00568_S07,ARAUS_009334,ARAUS_00568,3,7,58.6,0,0,31,1,2,2,4,2,2,3,2,2,1,-0.073223,0.133883,63.52,14.5,2.48,0.0419,0.0123,0.246
ARAUS_ARAUS_00568_S08,ARAUS_013252,ARAUS_00568,3,8,54.553,0,0,31,1,3,2,2,2,2,3,3,4,4,0.176777,-0.323223,52.95,8.15,1.12,0.0246,0.0146,0.153
ARAUS_ARAUS_00568_S09,ARAUS_009611,ARAUS_00568,3,9,53.406,0,0,31,1,3,3,4,3,2,2,2,3,4,0.176777,0.28033,67.55,14.3,1.27,0.0431,0.048,0.631
ARAUS_ARAUS_00568_S10,ARAUS_012152,ARAUS_00568,3,10,54.488,0,0,31,1,2,3,4,3,2,4,2,2,3,-0.146447,0.207107,65.2,20.3,1.53,0.031,0.01,0.0396
ARAUS_ARAUS_00568_S11,ARAUS_011442,ARAUS_00568,3,11,52.408,0,0,31,1,3,2,2,2,2,3,4,2,2,0.03033,-0.28033,62.99,15.9,1.47,0.0267,0.0134,0.225
ARAUS_ARAUS_00568_S12,ARAUS_011849,ARAUS_00568,3,12,53.975,0,0,31,1,3,3,2,2,2,3,2,2,2,0.103553,0.0,69.84,23.5,1.08,0.0456,0.013,0.188
ARAUS_ARAUS_00568_S13,ARAUS_008957,ARAUS_00568,3,13,45.538,0,0,31,1,2,2,2,2,2,5,4,3,5,-0.146447,-0.5,60.27,14.8,1.3,0.0292,0.00917,0.0655
ARAUS_ARAUS_00568_S14,ARAUS_012769,ARAUS_00568,3,14,51.352,0,0,31,1,4,3,3,1,2,2,2,4,5,0.5,-0.042893,67.72,20.3,1.17,0.0445,0.114,0.711
ARAUS_ARAUS_00568_S15,ARAUS_011604,ARAUS_00568,3,15,47.327,0,0,31,1,2,2,2,2,2,4,3,2,5,-0.146447,-0.25,70.57,29.5,1.71,0.033,0.0129,0.231
ARAUS_ARAUS_00568_S16,ARAUS_012404,ARAUS_00568,3,16,56.44,0,0,31,1,2,3,3,2,2,3,2,2,3,0.0,0.103553,71.15,25.5,1.3,0.0448,0.0267,0.743
ARAUS_ARAUS_00568_S17,ARAUS_009344,ARAUS_00568,3,17,55.087,0,0,31,1,3,3,2,1,2,3,3,3,4,0.25,-0.25,60.64,9.75,2.46,0.0685,0.0063,0.216
ARAUS_ARAUS_00568_S18,ARAUS_012037,ARAUS_00568,3,18,52.706,0,0,31,1,2,2,2,2,2,3,4,3,5,0.0,-0.353553,66.96,20.2,1.48,0.0348,0.0103,0.0667
ARAUS_ARAUS_00568_S19,ARAUS_000003,ARAUS_00568,-1,19,43.229,1,0,31,1,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00568_S20,ARAUS_009723,ARAUS_00568,3,20,57.048,0,0,31,1,2,2,3,3,4,3,3,2,3,-0.353553,0.0,74.66,37.0,1.37,0.0452,0.0146,0.98
ARAUS_ARAUS_00568_S21,ARAUS_011753,ARAUS_00568,3,21,50.904,0,0,31,1,3,4,3,3,2,2,2,2,2,0.176777,0.323223,65.35,18.7,1.12,0.0374,0.0101,0.151
ARAUS_ARAUS_00568_S22,ARAUS_012897,ARAUS_00568,3,22,50.632,0,0,31,1,4,4,4,2,2,2,2,4,5,0.5,0.207107,65.45,17.4,1.14,0.0412,0.0739,0.529
ARAUS_ARAUS_00568_S23,ARAUS_012761,ARAUS_00568,3,23,50.784,0,0,31,1,2,2,2,2,2,3,3,2,4,-0.073223,-0.176777,61.08,14.3,1.36,0.0266,0.0219,0.0882
ARAUS_ARAUS_00568_S24,ARAUS_011184,ARAUS_00568,3,24,53.577,0,0,31,1,2,2,2,2,2,4,4,2,3,-0.146447,-0.353553,59.92,13.3,1.26,0.0285,0.00896,0.171
ARAUS_ARAUS_00568_S25,ARAUS_008987,ARAUS_00568,3,25,53.671,0,0,31,1,3,2,2,1,2,4,4,3,3,0.103553,-0.5,60.75,15.6,1.42,0.028,0.00915,0.0586
ARAUS_ARAUS_00568_S26,ARAUS_011781,ARAUS_00568,3,26,53.545,0,0,31,1,3,3,3,2,4,3,2,2,1,-0.103553,0.103553,65.12,18.7,1.27,0.0393,0.0156,0.207
ARAUS_ARAUS_00568_S27,ARAUS_009474,ARAUS_00568,3,27,44.984,0,0,31,1,2,2,2,2,2,4,4,2,3,-0.146447,-0.353553,63.28,17.6,1.62,0.0287,0.0183,0.104
ARAUS_ARAUS_00568_S28,ARAUS_009486,ARAUS_00568,3,28,47.772,0,0,31,1,2,2,2,2,2,4,4,2,2,-0.146447,-0.353553,67.76,22.1,0.973,0.0433,0.0151,0.165
ARAUS_ARAUS_00568_S29,ARAUS_013297,ARAUS_00568,3,29,48.316,0,0,31,1,2,2,2,2,2,4,4,3,4,-0.073223,-0.426777,52.64,7.72,1.03,0.0255,0.0131,0.0911
ARAUS_ARAUS_00568_S30,ARAUS_010352,ARAUS_00568,3,30,53.078,0,0,31,1,2,3,2,2,2,4,4,2,3,-0.073223,-0.28033,69.8,27.6,1.98,0.0312,0.0118,0.155
ARAUS_ARAUS_00568_S31,ARAUS_010760,ARAUS_00568,3,31,47.049,0,0,31,1,4,2,2,1,2,3,4,5,5,0.426777,-0.573223,48.61,4.57,1.66,0.0133,0.0542,0.123
ARAUS_ARAUS_00568_S32,ARAUS_010892,ARAUS_00568,3,32,52.313,0,0,31,1,3,2,2,1,2,3,3,3,5,0.176777,-0.323223,45.05,4.13,1.62,0.0137,0.028,0.0709
ARAUS_ARAUS_00568_S33,ARAUS_009811,ARAUS_00568,3,33,50.041,0,0,31,1,3,2,2,2,2,3,3,3,2,0.103553,-0.25,62.0,15.1,1.18,0.0324,0.0164,0.231
ARAUS_ARAUS_00568_S34,ARAUS_009054,ARAUS_00568,3,34,44.359,0,0,31,1,2,2,2,2,2,4,4,3,4,-0.073223,-0.426777,60.47,14.9,1.29,0.0289,0.00897,0.0454
ARAUS_ARAUS_00568_S35,ARAUS_011398,ARAUS_00568,3,35,44.879,0,0,31,1,2,2,2,2,2,4,4,3,1,-0.073223,-0.426777,67.07,23.2,1.77,0.0281,0.0124,0.179
ARAUS_ARAUS_00568_S36,ARAUS_009521,ARAUS_00568,3,36,47.721,0,0,31,1,2,3,2,2,2,3,4,3,4,0.073223,-0.28033,64.5,17.1,1.26,0.0322,0.0238,0.359
ARAUS_ARAUS_00568_S37,ARAUS_012521,ARAUS_00568,3,37,53.703,0,0,31,1,2,3,2,2,2,3,3,2,4,0.0,-0.103553,65.61,18.2,1.28,0.0348,0.0232,0.291
ARAUS_ARAUS_00568_S38,ARAUS_010234,ARAUS_00568,3,38,45.911,0,0,31,1,2,2,2,2,2,4,4,3,3,-0.073223,-0.426777,67.2,21.7,1.2,0.0376,0.0111,0.239
ARAUS_ARAUS_00568_S39,ARAUS_011481,ARAUS_00568,3,39,53.536,0,0,31,1,2,2,3,3,3,3,3,2,4,-0.25,0.0,64.12,18.0,1.27,0.032,0.0163,0.498
ARAUS_ARAUS_00568_S40,ARAUS_010888,ARAUS_00568,3,40,47.6,0,0,31,1,3,2,2,2,3,4,3,3,3,-0.073223,-0.323223,47.36,5.06,1.51,0.0187,0.101,0.0652
ARAUS_ARAUS_00568_S41,ARAUS_012677,ARAUS_00568,3,41,44.922,0,0,31,1,3,2,2,2,2,3,4,3,5,0.103553,-0.353553,56.97,9.49,1.38,0.0229,0.0352,0.411
ARAUS_ARAUS_00568_S42,ARAUS_012338,ARAUS_00568,3,42,43.367,0,0,31,1,2,2,2,2,2,3,4,3,4,0.0,-0.353553,60.6,12.7,1.49,0.0354,0.0185,0.078
ARAUS_ARAUS_00568_S43,ARAUS_013021,ARAUS_00568,3,43,50.832,0,0,31,1,3,2,2,2,2,4,4,3,1,0.03033,-0.426777,59.28,13.6,1.9,0.0228,0.00873,0.0206
ARAUS_ARAUS_00568_S44,ARAUS_009099,ARAUS_00568,3,44,43.592,0,0,31,1,2,2,2,2,2,4,4,3,4,-0.073223,-0.426777,61.17,16.2,1.53,0.0271,0.00884,0.0354
ARAUS_ARAUS_00568_S45,ARAUS_000003,ARAUS_00568,-1,45,49.232,0,0,31,1,3,4,4,3,2,2,2,2,4,0.176777,0.426777,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00569_S01,ARAUS_000004,ARAUS_00569,-1,1,51.632,0,1,25,1,3,4,4,5,3,1,1,2,3,0.0,0.75,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00569_S02,ARAUS_014703,ARAUS_00569,4,2,57.913,0,1,25,1,3,3,4,2,2,3,4,3,4,0.176777,-0.073223,64.38,18.0,1.56,0.0279,0.0343,0.292
ARAUS_ARAUS_00569_S03,ARAUS_017404,ARAUS_00569,4,3,52.224,0,1,25,1,5,4,3,2,1,2,2,4,5,0.707107,0.103553,59.26,10.0,1.41,0.0281,0.0512,0.252
ARAUS_ARAUS_00569_S04,ARAUS_014079,ARAUS_00569,4,4,51.105,0,1,25,1,4,3,2,2,3,3,3,4,4,0.25,-0.25,62.4,18.1,1.64,0.0289,0.0169,0.235
ARAUS_ARAUS_00569_S05,ARAUS_013774,ARAUS_00569,4,5,45.43,0,1,25,1,5,3,3,1,1,3,2,5,5,0.707107,-0.18934,59.1,13.8,1.32,0.0274,0.0122,0.208
ARAUS_ARAUS_00569_S06,ARAUS_014149,ARAUS_00569,4,6,45.272,0,1,25,1,3,4,4,4,3,2,2,2,4,0.0,0.5,65.25,19.2,1.17,0.0353,0.0128,0.106
ARAUS_ARAUS_00569_S07,ARAUS_017346,ARAUS_00569,4,7,46.336,0,1,25,1,4,3,3,2,2,3,2,4,4,0.353553,-0.042893,53.79,9.08,1.24,0.0248,0.0129,0.0807
ARAUS_ARAUS_00569_S08,ARAUS_013761,ARAUS_00569,4,8,46.385,0,1,25,1,4,3,3,2,2,3,2,4,5,0.353553,-0.042893,58.44,13.1,1.31,0.0276,0.0131,0.234
ARAUS_ARAUS_00569_S09,ARAUS_016347,ARAUS_00569,4,9,45.063,0,1,25,1,3,4,4,4,3,2,2,2,4,0.0,0.5,69.18,20.3,1.22,0.0363,0.0399,0.764
ARAUS_ARAUS_00569_S10,ARAUS_014755,ARAUS_00569,4,10,48.121,0,1,25,1,3,3,3,2,3,3,2,2,4,0.0,0.103553,65.22,18.6,1.36,0.034,0.0267,0.242
ARAUS_ARAUS_00569_S11,ARAUS_017395,ARAUS_00569,4,11,47.895,0,1,25,1,4,3,3,2,2,3,2,4,4,0.353553,-0.042893,54.26,9.94,2.02,0.0186,0.00953,0.0634
ARAUS_ARAUS_00569_S12,ARAUS_017200,ARAUS_00569,4,12,44.544,0,1,25,1,2,4,4,4,3,2,2,2,4,-0.103553,0.5,59.2,12.4,1.6,0.0228,0.0199,0.181
ARAUS_ARAUS_00569_S13,ARAUS_013514,ARAUS_00569,4,13,48.967,0,1,25,1,3,3,3,3,3,4,2,3,4,-0.073223,0.03033,66.35,21.4,1.94,0.0333,0.0131,0.407
ARAUS_ARAUS_00569_S14,ARAUS_017639,ARAUS_00569,4,14,46.993,0,1,25,1,2,3,4,4,4,2,2,2,4,-0.28033,0.426777,67.91,20.3,1.27,0.0424,0.0102,0.0986
ARAUS_ARAUS_00569_S15,ARAUS_017350,ARAUS_00569,4,15,50.767,0,1,25,1,4,3,3,2,2,2,3,4,4,0.426777,-0.073223,53.82,8.73,1.24,0.0256,0.0128,0.085
ARAUS_ARAUS_00569_S16,ARAUS_017223,ARAUS_00569,4,16,46.057,0,1,25,1,2,3,4,4,4,2,2,2,2,-0.28033,0.426777,60.29,14.4,1.29,0.0281,0.0133,0.999
ARAUS_ARAUS_00569_S17,ARAUS_016378,ARAUS_00569,4,17,45.328,0,1,25,1,2,4,4,4,4,2,2,2,4,-0.207107,0.5,69.31,22.0,1.44,0.0346,0.0258,0.631
ARAUS_ARAUS_00569_S18,ARAUS_017718,ARAUS_00569,4,18,50.36,0,1,25,1,3,2,3,3,3,3,2,2,4,-0.146447,0.103553,62.46,14.4,1.29,0.0361,0.0137,0.28
ARAUS_ARAUS_00569_S19,ARAUS_016017,ARAUS_00569,4,19,48.136,0,1,25,1,2,3,4,4,4,2,2,2,3,-0.28033,0.426777,68.37,21.4,1.39,0.039,0.0233,0.204
ARAUS_ARAUS_00569_S20,ARAUS_013485,ARAUS_00569,4,20,47.128,0,1,25,1,2,4,4,4,4,2,2,2,4,-0.207107,0.5,68.52,23.9,1.31,0.036,0.0131,0.585
ARAUS_ARAUS_00569_S21,ARAUS_015195,ARAUS_00569,4,21,43.583,0,1,25,1,2,2,2,2,3,3,2,3,4,-0.103553,-0.146447,62.49,17.9,1.43,0.0284,0.0106,0.0176
ARAUS_ARAUS_00569_S22,ARAUS_017782,ARAUS_00569,4,22,44.312,0,1,25,1,2,3,4,4,4,2,2,2,3,-0.28033,0.426777,65.36,20.2,1.84,0.0285,0.0116,0.14
ARAUS_ARAUS_00569_S23,ARAUS_017690,ARAUS_00569,4,23,42.465,0,1,25,1,2,4,4,4,4,2,2,2,4,-0.207107,0.5,62.48,13.7,1.11,0.0375,0.025,0.361
ARAUS_ARAUS_00569_S24,ARAUS_016051,ARAUS_00569,4,24,47.183,0,1,25,1,2,3,4,4,4,2,2,1,2,-0.353553,0.5,73.37,29.1,1.44,0.0443,0.0148,0.095
ARAUS_ARAUS_00569_S25,ARAUS_000004,ARAUS_00569,-1,25,39.656,1,1,25,1,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00569_S26,ARAUS_015756,ARAUS_00569,4,26,40.664,0,1,25,1,2,4,5,4,3,2,2,2,4,-0.103553,0.603553,64.75,19.2,1.54,0.0311,0.0133,0.13
ARAUS_ARAUS_00569_S27,ARAUS_016666,ARAUS_00569,4,27,46.0,0,1,25,1,3,2,3,3,2,3,3,3,3,0.03033,-0.073223,57.53,11.2,1.32,0.029,0.00888,0.0795
ARAUS_ARAUS_00569_S28,ARAUS_013854,ARAUS_00569,4,28,44.497,0,1,25,1,2,3,3,3,4,3,3,2,3,-0.28033,0.073223,62.66,17.2,1.94,0.0218,0.0179,0.428
ARAUS_ARAUS_00569_S29,ARAUS_016825,ARAUS_00569,4,29,43.743,0,1,25,1,3,2,3,3,4,3,3,2,3,-0.25,0.0,58.64,11.7,1.21,0.0315,0.00861,0.122
ARAUS_ARAUS_00569_S30,ARAUS_015923,ARAUS_00569,4,30,43.033,0,1,25,1,2,4,4,4,4,2,2,2,4,-0.207107,0.5,69.19,22.9,1.42,0.0395,0.0244,0.199
ARAUS_ARAUS_00569_S31,ARAUS_016839,ARAUS_00569,4,31,41.103,0,1,25,1,3,4,4,3,3,3,2,3,4,0.073223,0.28033,61.85,14.7,1.26,0.0332,0.0117,0.145
ARAUS_ARAUS_00569_S32,ARAUS_015496,ARAUS_00569,4,32,42.282,0,1,25,1,2,4,4,4,4,2,2,2,4,-0.207107,0.5,69.46,27.7,1.74,0.0309,0.0106,0.0498
ARAUS_ARAUS_00569_S33,ARAUS_013860,ARAUS_00569,4,33,50.248,0,1,25,1,5,3,2,1,2,3,3,5,5,0.603553,-0.396447,58.9,13.4,1.36,0.0268,0.0221,0.215
ARAUS_ARAUS_00569_S34,ARAUS_014925,ARAUS_00569,4,34,44.303,0,1,25,1,4,4,4,2,2,3,2,5,5,0.5,0.06066,53.05,9.77,1.45,0.0222,0.00807,0.0856
ARAUS_ARAUS_00569_S35,ARAUS_014954,ARAUS_00569,4,35,44.744,0,1,25,1,4,4,4,2,2,2,2,5,5,0.573223,0.133883,54.38,9.43,1.22,0.0216,0.0249,0.163
ARAUS_ARAUS_00569_S36,ARAUS_014184,ARAUS_00569,4,36,42.752,0,1,25,1,2,4,4,4,4,2,2,2,4,-0.207107,0.5,66.33,21.4,1.35,0.0336,0.012,0.0859
ARAUS_ARAUS_00569_S37,ARAUS_015072,ARAUS_00569,4,37,46.406,0,1,25,1,3,2,2,3,3,3,3,3,4,-0.073223,-0.176777,58.5,13.0,1.14,0.0302,0.00929,0.0917
ARAUS_ARAUS_00569_S38,ARAUS_015983,ARAUS_00569,4,38,41.985,0,1,25,1,2,4,4,4,4,2,2,2,4,-0.207107,0.5,70.32,24.2,1.49,0.0376,0.0479,0.281
ARAUS_ARAUS_00569_S39,ARAUS_015992,ARAUS_00569,4,39,43.473,0,1,25,1,2,4,4,4,4,2,2,2,3,-0.207107,0.5,69.51,22.6,1.47,0.0487,0.108,0.382
ARAUS_ARAUS_00569_S40,ARAUS_017726,ARAUS_00569,4,40,42.055,0,1,25,1,3,3,3,2,2,3,3,3,4,0.176777,-0.073223,62.08,12.9,1.02,0.039,0.0142,0.381
ARAUS_ARAUS_00569_S41,ARAUS_017644,ARAUS_00569,4,41,49.136,0,1,25,1,2,3,3,2,3,4,2,3,4,-0.103553,-0.042893,64.64,16.7,1.18,0.0405,0.00969,0.162
ARAUS_ARAUS_00569_S42,ARAUS_017338,ARAUS_00569,4,42,45.488,0,1,25,1,4,4,3,2,2,3,3,4,4,0.426777,-0.073223,51.96,7.59,1.17,0.0247,0.0157,0.0977
ARAUS_ARAUS_00569_S43,ARAUS_014542,ARAUS_00569,4,43,45.529,0,1,25,1,4,4,4,3,2,3,2,4,5,0.353553,0.207107,57.82,12.5,1.88,0.0202,0.00887,0.0544
ARAUS_ARAUS_00569_S44,ARAUS_016912,ARAUS_00569,4,44,56.967,0,1,25,1,2,3,4,3,2,2,2,3,3,0.073223,0.28033,65.86,19.9,1.13,0.0393,0.0141,0.0565
ARAUS_ARAUS_00569_S45,ARAUS_000004,ARAUS_00569,-1,45,44.215,0,1,25,1,2,4,4,4,3,2,2,2,4,-0.103553,0.5,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00570_S01,ARAUS_000005,ARAUS_00570,-1,1,120.136,0,0,25,0,3,3,4,4,4,2,2,1,2,-0.25,0.5,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00570_S02,ARAUS_018157,ARAUS_00570,5,2,146.139,0,0,25,0,4,1,1,2,3,4,4,3,3,-0.042893,-0.603553,54.82,11.1,1.42,0.0243,0.00909,0.0171
ARAUS_ARAUS_00570_S03,ARAUS_021755,ARAUS_00570,5,3,120.017,0,0,25,0,4,1,2,1,4,2,4,4,3,0.146447,-0.5,64.08,12.7,1.14,0.0342,0.0442,0.729
ARAUS_ARAUS_00570_S04,ARAUS_018021,ARAUS_00570,5,4,82.246,0,0,25,0,2,1,2,1,3,3,4,2,3,-0.176777,-0.426777,58.01,12.7,1.21,0.0266,0.00785,0.0268
ARAUS_ARAUS_00570_S05,ARAUS_018044,ARAUS_00570,5,5,90.748,0,0,25,0,2,1,1,4,3,4,4,2,1,-0.46967,-0.383883,54.68,10.2,1.09,0.0276,0.00773,0.0258
ARAUS_ARAUS_00570_S06,ARAUS_020058,ARAUS_00570,5,6,110.505,0,0,25,0,4,2,3,3,1,3,3,4,3,0.31066,-0.146447,70.8,28.4,1.88,0.0342,0.0181,0.151
ARAUS_ARAUS_00570_S07,ARAUS_019956,ARAUS_00570,5,7,91.409,0,0,25,0,4,4,4,3,2,1,2,2,4,0.353553,0.5,61.77,14.8,1.37,0.0287,0.0215,0.134
ARAUS_ARAUS_00570_S08,ARAUS_021588,ARAUS_00570,5,8,95.864,0,0,25,0,3,2,2,2,2,2,2,1,3,0.03033,0.073223,56.53,10.3,1.28,0.0265,0.0089,0.134
ARAUS_ARAUS_00570_S09,ARAUS_019567,ARAUS_00570,5,9,127.833,0,0,25,0,4,4,4,3,2,1,2,4,4,0.5,0.353553,63.76,18.1,1.68,0.0254,0.0299,0.224
ARAUS_ARAUS_00570_S10,ARAUS_022029,ARAUS_00570,5,10,87.216,0,0,25,0,2,2,2,1,4,4,4,2,4,-0.28033,-0.426777,53.46,9.23,1.37,0.0219,0.012,0.101
ARAUS_ARAUS_00570_S11,ARAUS_018185,ARAUS_00570,5,11,67.224,0,0,25,0,3,4,4,2,1,2,2,2,4,0.353553,0.353553,66.94,22.5,1.55,0.0303,0.027,0.19
ARAUS_ARAUS_00570_S12,ARAUS_018042,ARAUS_00570,5,12,88.166,0,0,25,0,2,1,1,1,2,4,5,4,4,0.0,-0.853553,56.15,11.4,1.12,0.0268,0.00757,0.0197
ARAUS_ARAUS_00570_S13,ARAUS_019294,ARAUS_00570,5,13,74.792,0,0,25,0,3,4,4,2,2,2,2,2,2,0.25,0.353553,53.55,9.62,1.32,0.0214,0.0117,0.104
ARAUS_ARAUS_00570_S14,ARAUS_021846,ARAUS_00570,5,14,91.436,0,0,25,0,3,2,4,4,3,2,2,2,3,-0.146447,0.353553,55.1,8.34,1.28,0.028,0.0206,0.103
ARAUS_ARAUS_00570_S15,ARAUS_019030,ARAUS_00570,5,15,114.954,0,0,25,0,2,2,3,2,2,2,2,2,3,0.0,0.103553,66.12,20.9,1.19,0.0372,0.0112,0.166
ARAUS_ARAUS_00570_S16,ARAUS_018029,ARAUS_00570,5,16,62.948,0,0,25,0,3,1,1,1,2,4,4,4,2,0.103553,-0.75,54.64,9.7,0.935,0.0286,0.00761,0.0302
ARAUS_ARAUS_00570_S17,ARAUS_019807,ARAUS_00570,5,17,69.937,0,0,25,0,4,4,3,2,3,2,1,4,2,0.396447,0.207107,67.13,23.7,2.16,0.0214,0.0215,0.33
ARAUS_ARAUS_00570_S18,ARAUS_019632,ARAUS_00570,5,18,63.224,0,0,25,0,3,4,3,2,2,2,2,4,3,0.396447,0.103553,62.21,17.1,1.65,0.0228,0.0186,0.172
ARAUS_ARAUS_00570_S19,ARAUS_000005,ARAUS_00570,-1,19,54.871,1,0,25,0,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00570_S20,ARAUS_021790,ARAUS_00570,5,20,68.105,0,0,25,0,4,2,1,1,2,2,4,5,4,0.5,-0.603553,61.45,11.5,1.02,0.0318,0.0302,0.736
ARAUS_ARAUS_00570_S21,ARAUS_021067,ARAUS_00570,5,21,64.56,0,0,25,0,2,3,4,3,4,2,2,1,3,-0.28033,0.426777,71.71,26.0,1.48,0.0378,0.0119,0.156
ARAUS_ARAUS_00570_S22,ARAUS_019109,ARAUS_00570,5,22,62.808,0,0,25,0,2,2,2,2,2,4,4,3,3,-0.073223,-0.426777,59.79,13.8,1.3,0.0275,0.0096,0.0971
ARAUS_ARAUS_00570_S23,ARAUS_019898,ARAUS_00570,5,23,78.699,0,0,25,0,3,3,4,4,4,2,2,1,2,-0.25,0.5,66.44,22.2,1.55,0.0294,0.0117,0.0647
ARAUS_ARAUS_00570_S24,ARAUS_019212,ARAUS_00570,5,24,94.24,0,0,25,0,3,2,4,4,4,4,2,2,3,-0.396447,0.207107,61.18,14.9,1.26,0.0293,0.00857,0.0948
ARAUS_ARAUS_00570_S25,ARAUS_020717,ARAUS_00570,5,25,62.261,0,0,25,0,1,2,2,4,5,2,2,1,2,-0.633883,0.21967,74.33,32.4,1.55,0.0472,0.0504,0.433
ARAUS_ARAUS_00570_S26,ARAUS_020995,ARAUS_00570,5,26,63.343,0,0,25,0,4,4,4,4,2,1,1,2,3,0.28033,0.676777,68.92,24.6,1.43,0.0326,0.0149,0.471
ARAUS_ARAUS_00570_S27,ARAUS_021973,ARAUS_00570,5,27,67.13,0,0,25,0,4,3,2,2,2,2,2,2,3,0.28033,0.073223,51.96,7.82,1.18,0.025,0.0154,0.136
ARAUS_ARAUS_00570_S28,ARAUS_018291,ARAUS_00570,5,28,78.918,0,0,25,0,3,4,4,2,2,2,2,2,4,0.25,0.353553,63.58,17.0,1.29,0.032,0.0421,0.218
ARAUS_ARAUS_00570_S29,ARAUS_020590,ARAUS_00570,5,29,65.013,0,0,25,0,3,4,4,4,2,2,1,2,3,0.103553,0.603553,70.76,25.1,1.31,0.0391,0.0222,0.236
ARAUS_ARAUS_00570_S30,ARAUS_022048,ARAUS_00570,5,30,66.271,0,0,25,0,4,3,4,2,1,2,3,3,4,0.457107,0.103553,58.64,11.4,1.17,0.0308,0.0243,0.176
ARAUS_ARAUS_00570_S31,ARAUS_021154,ARAUS_00570,5,31,51.464,0,0,25,0,2,2,3,4,4,4,2,1,3,-0.573223,0.176777,71.23,23.9,1.38,0.0407,0.0179,0.201
ARAUS_ARAUS_00570_S32,ARAUS_021637,ARAUS_00570,5,32,69.328,0,0,25,0,4,1,2,1,1,2,4,5,1,0.53033,-0.573223,57.62,11.6,1.45,0.0256,0.0074,0.0768
ARAUS_ARAUS_00570_S33,ARAUS_020631,ARAUS_00570,5,33,58.571,0,0,25,0,3,4,4,2,2,2,2,2,4,0.25,0.353553,71.01,25.9,1.31,0.0387,0.0216,0.241
ARAUS_ARAUS_00570_S34,ARAUS_020440,ARAUS_00570,5,34,66.07,0,0,25,0,2,4,4,4,2,2,2,2,2,0.0,0.5,68.29,22.4,1.22,0.0395,0.021,0.531
ARAUS_ARAUS_00570_S35,ARAUS_019463,ARAUS_00570,5,35,57.407,0,0,25,0,4,3,3,2,1,2,2,4,3,0.53033,0.03033,58.98,13.3,1.68,0.0216,0.0237,0.296
ARAUS_ARAUS_00570_S36,ARAUS_018543,ARAUS_00570,5,36,60.697,0,0,25,0,3,1,2,1,2,3,4,4,3,0.176777,-0.573223,55.58,9.73,1.1,0.0267,0.0138,0.461
ARAUS_ARAUS_00570_S37,ARAUS_021113,ARAUS_00570,5,37,57.583,0,0,25,0,2,3,4,5,4,2,1,1,1,-0.426777,0.676777,68.25,18.1,1.3,0.0371,0.0349,0.384
ARAUS_ARAUS_00570_S38,ARAUS_021309,ARAUS_00570,5,38,60.248,0,0,25,0,2,2,2,2,4,4,4,1,1,-0.426777,-0.28033,63.28,18.2,1.61,0.027,0.00955,0.095
