clip_id,dataset_id,recording,audio_asset,licence_spdx,n_responses,n_sources,mean_annoyance,source_aircraft,source_bells,source_bird_tweet,source_bus,source_car,source_children,source_construction,source_dog_bark,source_footsteps,source_general_traffic,source_horn,source_laughter,source_motorcycle,source_music,source_non_identifiable,source_other,source_rail,source_rustling_leaves,source_screeching_brakes,source_shouting,source_siren,source_speech,source_ventilation,source_water
DeLTA_MG322_1,DeLTA,MG322_1.mp3,DeLTA_mp3_boost_8dB/MG322_1.mp3,CC-BY-4.0,4,3,1.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_m24_1,DeLTA,m24_1.mp3,DeLTA_mp3_boost_8dB/m24_1.mp3,CC-BY-4.0,4,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_ET202_1,DeLTA,ET202_1.mp3,DeLTA_mp3_boost_8dB/ET202_1.mp3,CC-BY-4.0,4,4,3.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_TM429_2,DeLTA,TM429_2.mp3,DeLTA_mp3_boost_8dB/TM429_2.mp3,CC-BY-4.0,4,4,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_tm328_1,DeLTA,tm328_1.mp3,DeLTA_mp3_boost_8dB/tm328_1.mp3,CC-BY-4.0,4,4,4.25,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rf126_1,DeLTA,Rf126_1.mp3,DeLTA_mp3_boost_8dB/Rf126_1.mp3,CC-BY-4.0,4,3,2.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rp223_1,DeLTA,Rp223_1.mp3,DeLTA_mp3_boost_8dB/Rp223_1.mp3,CC-BY-4.0,4,5,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_SM409_1,DeLTA,SM409_1.mp3,DeLTA_mp3_boost_8dB/SM409_1.mp3,CC-BY-4.0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_ts313_2,DeLTA,ts313_2.mp3,DeLTA_mp3_boost_8dB/ts313_2.mp3,CC-BY-4.0,4,4,1.5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_TM432_1,DeLTA,TM432_1.mp3,DeLTA_mp3_boost_8dB/TM432_1.mp3,CC-BY-4.0,4,3,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
DeLTA_ET313_2,DeLTA,ET313_2.mp3,DeLTA_mp3_boost_8dB/ET313_2.mp3,CC-BY-4.0,4,3,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_TS539_2,DeLTA,TS539_2.mp3,DeLTA_mp3_boost_8dB/TS539_2.mp3,CC-BY-4.0,4,2,4.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ts234_1,DeLTA,ts234_1.mp3,DeLTA_mp3_boost_8dB/ts234_1.mp3,CC-BY-4.0,4,2,2.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_PL431_2,DeLTA,PL431_2.mp3,DeLTA_mp3_boost_8dB/PL431_2.mp3,CC-BY-4.0,4,2,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_RS410_1,DeLTA,RS410_1.mp3,DeLTA_mp3_boost_8dB/RS410_1.mp3,CC-BY-4.0,4,3,2.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_sr128_2,DeLTA,sr128_2.mp3,DeLTA_mp3_boost_8dB/sr128_2.mp3,CC-BY-4.0,4,4,3.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DeLTA_RF335_1,DeLTA,RF335_1.mp3,DeLTA_mp3_boost_8dB/RF335_1.mp3,CC-BY-4.0,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
DeLTA_Pl222_1,DeLTA,Pl222_1.mp3,DeLTA_mp3_boost_8dB/Pl222_1.mp3,CC-BY-4.0,4,4,3.25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ET438_2,DeLTA,ET438_2.mp3,DeLTA_mp3_boost_8dB/ET438_2.mp3,CC-BY-4.0,4,3,7.25,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ts236_2,DeLTA,ts236_2.mp3,DeLTA_mp3_boost_8dB/ts236_2.mp3,CC-BY-4.0,4,1,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_NP132_1,DeLTA,NP132_1.mp3,DeLTA_mp3_boost_8dB/NP132_1.mp3,CC-BY-4.0,4,3,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_Rp210_1,DeLTA,Rp210_1.mp3,DeLTA_mp3_boost_8dB/Rp210_1.mp3,CC-BY-4.0,4,3,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_TM418_2,DeLTA,TM418_2.mp3,DeLTA_mp3_boost_8dB/TM418_2.mp3,CC-BY-4.0,4,3,2.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_RP304_2,DeLTA,RP304_2.mp3,DeLTA_mp3_boost_8dB/RP304_2.mp3,CC-BY-4.0,4,2,2.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET222_2,DeLTA,ET222_2.mp3,DeLTA_mp3_boost_8dB/ET222_2.mp3,CC-BY-4.0,4,2,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ET419_2,DeLTA,ET419_2.mp3,DeLTA_mp3_boost_8dB/ET419_2.mp3,CC-BY-4.0,4,3,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ML104_2,DeLTA,ML104_2.mp3,DeLTA_mp3_boost_8dB/ML104_2.mp3,CC-BY-4.0,5,2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_Rs228_1,DeLTA,Rs228_1.mp3,DeLTA_mp3_boost_8dB/Rs228_1.mp3,CC-BY-4.0,5,4,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_CT123_1,DeLTA,CT123_1.mp3,DeLTA_mp3_boost_8dB/CT123_1.mp3,CC-BY-4.0,5,3,2.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_RF310_1,DeLTA,RF310_1.mp3,DeLTA_mp3_boost_8dB/RF310_1.mp3,CC-BY-4.0,5,2,2.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_CT116_1,DeLTA,CT116_1.mp3,DeLTA_mp3_boost_8dB/CT116_1.mp3,CC-BY-4.0,5,3,5.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ts226_2,DeLTA,ts226_2.mp3,DeLTA_mp3_boost_8dB/ts226_2.mp3,CC-BY-4.0,5,1,1.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Rf222_1,DeLTA,Rf222_1.mp3,DeLTA_mp3_boost_8dB/Rf222_1.mp3,CC-BY-4.0,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_SR202_1,DeLTA,SR202_1.mp3,DeLTA_mp3_boost_8dB/SR202_1.mp3,CC-BY-4.0,5,1,3.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Rf104_1,DeLTA,Rf104_1.mp3,DeLTA_mp3_boost_8dB/Rf104_1.mp3,CC-BY-4.0,5,2,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_m211_1,DeLTA,m211_1.mp3,DeLTA_mp3_boost_8dB/m211_1.mp3,CC-BY-4.0,5,1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Mc206_2,DeLTA,Mc206_2.mp3,DeLTA_mp3_boost_8dB/Mc206_2.mp3,CC-BY-4.0,4,3,3.25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_TM403_1,DeLTA,TM403_1.mp3,DeLTA_mp3_boost_8dB/TM403_1.mp3,CC-BY-4.0,4,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_MC502_2,DeLTA,MC502_2.mp3,DeLTA_mp3_boost_8dB/MC502_2.mp3,CC-BY-4.0,4,3,2.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DeLTA_Rp138_2,DeLTA,Rp138_2.mp3,DeLTA_mp3_boost_8dB/Rp138_2.mp3,CC-BY-4.0,4,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_bib5_2,DeLTA,bib5_2.mp3,DeLTA_mp3_boost_8dB/bib5_2.mp3,CC-BY-4.0,4,4,3.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_Rs126_1,DeLTA,Rs126_1.mp3,DeLTA_mp3_boost_8dB/Rs126_1.mp3,CC-BY-4.0,4,5,4.75,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_TM417_1,DeLTA,TM417_1.mp3,DeLTA_mp3_boost_8dB/TM417_1.mp3,CC-BY-4.0,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_sr111_1,DeLTA,sr111_1.mp3,DeLTA_mp3_boost_8dB/sr111_1.mp3,CC-BY-4.0,4,6,4.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
DeLTA_SM509_2,DeLTA,SM509_2.mp3,DeLTA_mp3_boost_8dB/SM509_2.mp3,CC-BY-4.0,4,4,3.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_RS413_1,DeLTA,RS413_1.mp3,DeLTA_mp3_boost_8dB/RS413_1.mp3,CC-BY-4.0,4,5,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_ET108_2,DeLTA,ET108_2.mp3,DeLTA_mp3_boost_8dB/ET108_2.mp3,CC-BY-4.0,4,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DeLTA_SM311_1,DeLTA,SM311_1.mp3,DeLTA_mp3_boost_8dB/SM311_1.mp3,CC-BY-4.0,4,6,3.5,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
DeLTA_Rp232_1,DeLTA,Rp232_1.mp3,DeLTA_mp3_boost_8dB/Rp232_1.mp3,CC-BY-4.0,4,2,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Pl102_1,DeLTA,Pl102_1.mp3,DeLTA_mp3_boost_8dB/Pl102_1.mp3,CC-BY-4.0,4,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET425_2,DeLTA,ET425_2.mp3,DeLTA_mp3_boost_8dB/ET425_2.mp3,CC-BY-4.0,4,3,4.25,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_TS504_2,DeLTA,TS504_2.mp3,DeLTA_mp3_boost_8dB/TS504_2.mp3,CC-BY-4.0,4,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET307_2,DeLTA,ET307_2.mp3,DeLTA_mp3_boost_8dB/ET307_2.mp3,CC-BY-4.0,4,5,2.5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_AM06_1,DeLTA,AM06_1.mp3,DeLTA_mp3_boost_8dB/AM06_1.mp3,CC-BY-4.0,4,3,3.25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_sr146_2,DeLTA,sr146_2.mp3,DeLTA_mp3_boost_8dB/sr146_2.mp3,CC-BY-4.0,4,2,2.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_NP134_1,DeLTA,NP134_1.mp3,DeLTA_mp3_boost_8dB/NP134_1.mp3,CC-BY-4.0,4,4,2.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
DeLTA_Rp102_1,DeLTA,Rp102_1.mp3,DeLTA_mp3_boost_8dB/Rp102_1.mp3,CC-BY-4.0,4,1,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_Rs217_2,DeLTA,Rs217_2.mp3,DeLTA_mp3_boost_8dB/Rs217_2.mp3,CC-BY-4.0,4,4,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rf143_1,DeLTA,Rf143_1.mp3,DeLTA_mp3_boost_8dB/Rf143_1.mp3,CC-BY-4.0,4,2,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rp206_1,DeLTA,Rp206_1.mp3,DeLTA_mp3_boost_8dB/Rp206_1.mp3,CC-BY-4.0,4,3,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_Rf210_2,DeLTA,Rf210_2.mp3,DeLTA_mp3_boost_8dB/Rf210_2.mp3,CC-BY-4.0,4,2,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_MG108_1,DeLTA,MG108_1.mp3,DeLTA_mp3_boost_8dB/MG108_1.mp3,CC-BY-4.0,4,4,1.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_ts239_1,DeLTA,ts239_1.mp3,DeLTA_mp3_boost_8dB/ts239_1.mp3,CC-BY-4.0,4,2,1.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ET407_1,DeLTA,ET407_1.mp3,DeLTA_mp3_boost_8dB/ET407_1.mp3,CC-BY-4.0,4,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Rs119_2,DeLTA,Rs119_2.mp3,DeLTA_mp3_boost_8dB/Rs119_2.mp3,CC-BY-4.0,4,2,5.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_cp20_2,DeLTA,cp20_2.mp3,DeLTA_mp3_boost_8dB/cp20_2.mp3,CC-BY-4.0,4,1,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_SC222_1,DeLTA,SC222_1.mp3,DeLTA_mp3_boost_8dB/SC222_1.mp3,CC-BY-4.0,4,3,5.25,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_sr144_1,DeLTA,sr144_1.mp3,DeLTA_mp3_boost_8dB/sr144_1.mp3,CC-BY-4.0,4,4,4.25,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rf209_2,DeLTA,Rf209_2.mp3,DeLTA_mp3_boost_8dB/Rf209_2.mp3,CC-BY-4.0,4,5,2.5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_ET113_3,DeLTA,ET113_3.mp3,DeLTA_mp3_boost_8dB/ET113_3.mp3,CC-BY-4.0,4,6,5.25,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_ET109_1,DeLTA,ET109_1.mp3,DeLTA_mp3_boost_8dB/ET109_1.mp3,CC-BY-4.0,4,5,4.5,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_CT311_1,DeLTA,CT311_1.mp3,DeLTA_mp3_boost_8dB/CT311_1.mp3,CC-BY-4.0,4,5,5.75,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ET410_1,DeLTA,ET410_1.mp3,DeLTA_mp3_boost_8dB/ET410_1.mp3,CC-BY-4.0,4,1,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_MG320_1,DeLTA,MG320_1.mp3,DeLTA_mp3_boost_8dB/MG320_1.mp3,CC-BY-4.0,4,3,3.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_MC511_1,DeLTA,MC511_1.mp3,DeLTA_mp3_boost_8dB/MC511_1.mp3,CC-BY-4.0,4,4,4.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
DeLTA_Rf101_1,DeLTA,Rf101_1.mp3,DeLTA_mp3_boost_8dB/Rf101_1.mp3,CC-BY-4.0,4,7,5.25,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
DeLTA_CT520_2,DeLTA,CT520_2.mp3,DeLTA_mp3_boost_8dB/CT520_2.mp3,CC-BY-4.0,4,5,2.5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_CT517_1,DeLTA,CT517_1.mp3,DeLTA_mp3_boost_8dB/CT517_1.mp3,CC-BY-4.0,4,5,2.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
DeLTA_m113_2,DeLTA,m113_2.mp3,DeLTA_mp3_boost_8dB/m113_2.mp3,CC-BY-4.0,4,5,4.25,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_SM501_1,DeLTA,SM501_1.mp3,DeLTA_mp3_boost_8dB/SM501_1.mp3,CC-BY-4.0,4,2,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_sr131_1,DeLTA,sr131_1.mp3,DeLTA_mp3_boost_8dB/sr131_1.mp3,CC-BY-4.0,4,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_Pl231_2,DeLTA,Pl231_2.mp3,DeLTA_mp3_boost_8dB/Pl231_2.mp3,CC-BY-4.0,4,4,3.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_MG321_1,DeLTA,MG321_1.mp3,DeLTA_mp3_boost_8dB/MG321_1.mp3,CC-BY-4.0,4,4,1.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_Rs102_1,DeLTA,Rs102_1.mp3,DeLTA_mp3_boost_8dB/Rs102_1.mp3,CC-BY-4.0,4,5,2.75,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
DeLTA_cv22_1,DeLTA,cv22_1.mp3,DeLTA_mp3_boost_8dB/cv22_1.mp3,CC-BY-4.0,4,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_ET425_1,DeLTA,ET425_1.mp3,DeLTA_mp3_boost_8dB/ET425_1.mp3,CC-BY-4.0,4,2,2.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_SM415_1,DeLTA,SM415_1.mp3,DeLTA_mp3_boost_8dB/SM415_1.mp3,CC-BY-4.0,4,3,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_Mc114_1,DeLTA,Mc114_1.mp3,DeLTA_mp3_boost_8dB/Mc114_1.mp3,CC-BY-4.0,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_RF313_1,DeLTA,RF313_1.mp3,DeLTA_mp3_boost_8dB/RF313_1.mp3,CC-BY-4.0,4,4,2.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_ET212_2,DeLTA,ET212_2.mp3,DeLTA_mp3_boost_8dB/ET212_2.mp3,CC-BY-4.0,4,6,5.25,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
DeLTA_RP301_1,DeLTA,RP301_1.mp3,DeLTA_mp3_boost_8dB/RP301_1.mp3,CC-BY-4.0,4,2,1.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_SM405_1,DeLTA,SM405_1.mp3,DeLTA_mp3_boost_8dB/SM405_1.mp3,CC-BY-4.0,4,3,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_PL403_1,DeLTA,PL403_1.mp3,DeLTA_mp3_boost_8dB/PL403_1.mp3,CC-BY-4.0,4,1,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ts314_2,DeLTA,ts314_2.mp3,DeLTA_mp3_boost_8dB/ts314_2.mp3,CC-BY-4.0,4,5,2.5,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Pl203_2,DeLTA,Pl203_2.mp3,DeLTA_mp3_boost_8dB/Pl203_2.mp3,CC-BY-4.0,4,3,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_Mc111_1,DeLTA,Mc111_1.mp3,DeLTA_mp3_boost_8dB/Mc111_1.mp3,CC-BY-4.0,4,2,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_tm112_1,DeLTA,tm112_1.mp3,DeLTA_mp3_boost_8dB/tm112_1.mp3,CC-BY-4.0,4,3,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_RP306_2,DeLTA,RP306_2.mp3,DeLTA_mp3_boost_8dB/RP306_2.mp3,CC-BY-4.0,4,2,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_Rs318_1,DeLTA,Rs318_1.mp3,DeLTA_mp3_boost_8dB/Rs318_1.mp3,CC-BY-4.0,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_SR218_2,DeLTA,SR218_2.mp3,DeLTA_mp3_boost_8dB/SR218_2.mp3,CC-BY-4.0,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_TS523_2,DeLTA,TS523_2.mp3,DeLTA_mp3_boost_8dB/TS523_2.mp3,CC-BY-4.0,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_SR225_1,DeLTA,SR225_1.mp3,DeLTA_mp3_boost_8dB/SR225_1.mp3,CC-BY-4.0,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_MC532_2,DeLTA,MC532_2.mp3,DeLTA_mp3_boost_8dB/MC532_2.mp3,CC-BY-4.0,4,2,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_SM313_2,DeLTA,SM313_2.mp3,DeLTA_mp3_boost_8dB/SM313_2.mp3,CC-BY-4.0,4,5,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_PL324_1,DeLTA,PL324_1.mp3,DeLTA_mp3_boost_8dB/PL324_1.mp3,CC-BY-4.0,4,2,2.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_TS540_1,DeLTA,TS540_1.mp3,DeLTA_mp3_boost_8dB/TS540_1.mp3,CC-BY-4.0,4,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Rs201_2,DeLTA,Rs201_2.mp3,DeLTA_mp3_boost_8dB/Rs201_2.mp3,CC-BY-4.0,4,6,4.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
DeLTA_ET111_2,DeLTA,ET111_2.mp3,DeLTA_mp3_boost_8dB/ET111_2.mp3,CC-BY-4.0,4,1,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_PL428_2,DeLTA,PL428_2.mp3,DeLTA_mp3_boost_8dB/PL428_2.mp3,CC-BY-4.0,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_TS538_2,DeLTA,TS538_2.mp3,DeLTA_mp3_boost_8dB/TS538_2.mp3,CC-BY-4.0,4,4,2.75,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_RP334_2,DeLTA,RP334_2.mp3,DeLTA_mp3_boost_8dB/RP334_2.mp3,CC-BY-4.0,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_Mc317_2,DeLTA,Mc317_2.mp3,DeLTA_mp3_boost_8dB/Mc317_2.mp3,CC-BY-4.0,4,5,3.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
DeLTA_CT406_1,DeLTA,CT406_1.mp3,DeLTA_mp3_boost_8dB/CT406_1.mp3,CC-BY-4.0,4,5,5.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
