response_id,clip_id,participant_id,recording,start_time_excel,end_time_excel,gender,age,experiment_id,version,tree_node_key,annoyance,source_aircraft,source_bells,source_bird_tweet,source_bus,source_car,source_children,source_construction,source_dog_bark,source_footsteps,source_general_traffic,source_horn,source_laughter,source_motorcycle,source_music,source_non_identifiable,source_other,source_rail,source_rustling_leaves,source_screeching_brakes,source_shouting,source_siren,source_speech,source_ventilation,source_water
DeLTA_009523,DeLTA_SR241_1,ad7f7,SR241_1.mp3,44383.6,44383.6,Male,22,43876,39,task-tzxp,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_009524,DeLTA_sr147_2,ad7f7,sr147_2.mp3,44383.6,44383.6,Male,22,43876,39,task-tzxp,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_009525,DeLTA_tm126_1,ad7f7,tm126_1.mp3,44383.6,44383.6,Male,22,43876,39,task-tzxp,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_009526,DeLTA_RP305_2,ad7f7,RP305_2.mp3,44383.6,44383.6,Male,22,43876,39,task-tzxp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_009527,DeLTA_Pl223_2,ad7f7,Pl223_2.mp3,44383.6,44383.6,Male,22,43876,39,task-tzxp,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
DeLTA_009528,DeLTA_SR217_1,ad7f7,SR217_1.mp3,44383.6,44383.6,Male,22,43876,39,task-tzxp,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DeLTA_009529,DeLTA_cv33_1,ad7f7,cv33_1.mp3,44383.6,44383.6,Male,22,43876,39,task-tzxp,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_009530,DeLTA_RS403_2,ad7f7,RS403_2.mp3,44383.6,44383.6,Male,22,43876,39,task-tzxp,9,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
DeLTA_009531,DeLTA_RS403_2,350a7,RS403_2.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009532,DeLTA_Pl223_2,350a7,Pl223_2.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009533,DeLTA_RP305_2,350a7,RP305_2.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_009534,DeLTA_SR241_1,350a7,SR241_1.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_009535,DeLTA_SR217_1,350a7,SR217_1.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DeLTA_009536,DeLTA_sc136_2,350a7,sc136_2.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009537,DeLTA_cv33_1,350a7,cv33_1.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DeLTA_009538,DeLTA_MC504_2,350a7,MC504_2.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_009539,DeLTA_sr147_2,350a7,sr147_2.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009540,DeLTA_tm126_1,350a7,tm126_1.mp3,44383.6,44383.6,Male,30,43876,39,task-tzxp,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_009541,DeLTA_TM414_2,678c6,TM414_2.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009542,DeLTA_m213_2,678c6,m213_2.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009543,DeLTA_RS420_2,678c6,RS420_2.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009544,DeLTA_SR240_1,678c6,SR240_1.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009545,DeLTA_MG322_1,678c6,MG322_1.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009546,DeLTA_m24_1,678c6,m24_1.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_009547,DeLTA_ET202_1,678c6,ET202_1.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009548,DeLTA_TM429_2,678c6,TM429_2.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009549,DeLTA_tm328_1,678c6,tm328_1.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009550,DeLTA_Rf126_1,678c6,Rf126_1.mp3,44383.5,44383.5,Female,22,43876,39,task-u27y,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009551,DeLTA_MG322_1,2644b,MG322_1.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_009552,DeLTA_m24_1,2644b,m24_1.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
DeLTA_009553,DeLTA_tm328_1,2644b,tm328_1.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009554,DeLTA_TM414_2,2644b,TM414_2.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_009555,DeLTA_ET202_1,2644b,ET202_1.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_009556,DeLTA_RS420_2,2644b,RS420_2.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
DeLTA_009557,DeLTA_TM429_2,2644b,TM429_2.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_009558,DeLTA_Rf126_1,2644b,Rf126_1.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009559,DeLTA_m213_2,2644b,m213_2.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_009560,DeLTA_SR240_1,2644b,SR240_1.mp3,44383.5,44383.5,Male,20,43876,39,task-u27y,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DeLTA_009561,DeLTA_ET202_1,3f157,ET202_1.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_009562,DeLTA_m213_2,3f157,m213_2.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009563,DeLTA_TM414_2,3f157,TM414_2.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_009564,DeLTA_TM429_2,3f157,TM429_2.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_009565,DeLTA_SR240_1,3f157,SR240_1.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009566,DeLTA_MG322_1,3f157,MG322_1.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009567,DeLTA_RS420_2,3f157,RS420_2.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_009568,DeLTA_m24_1,3f157,m24_1.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_009569,DeLTA_tm328_1,3f157,tm328_1.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009570,DeLTA_Rf126_1,3f157,Rf126_1.mp3,44383.5,44383.5,Male,32,43876,39,task-u27y,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009571,DeLTA_TM429_2,4789f,TM429_2.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_009572,DeLTA_TM414_2,4789f,TM414_2.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_009573,DeLTA_m24_1,4789f,m24_1.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_009574,DeLTA_Rf126_1,4789f,Rf126_1.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009575,DeLTA_tm328_1,4789f,tm328_1.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009576,DeLTA_m213_2,4789f,m213_2.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009577,DeLTA_MG322_1,4789f,MG322_1.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_009578,DeLTA_RS420_2,4789f,RS420_2.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_009579,DeLTA_ET202_1,4789f,ET202_1.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_009580,DeLTA_SR240_1,4789f,SR240_1.mp3,44383.6,44383.6,Male,22,43876,39,task-u27y,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009581,DeLTA_Rp223_1,48a8b,Rp223_1.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_009582,DeLTA_SM409_1,48a8b,SM409_1.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_009583,DeLTA_ts313_2,48a8b,ts313_2.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_009584,DeLTA_TM432_1,48a8b,TM432_1.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
DeLTA_009585,DeLTA_ET313_2,48a8b,ET313_2.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009586,DeLTA_TS539_2,48a8b,TS539_2.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009587,DeLTA_ts234_1,48a8b,ts234_1.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_009588,DeLTA_PL431_2,48a8b,PL431_2.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_009589,DeLTA_RS410_1,48a8b,RS410_1.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009590,DeLTA_sr128_2,48a8b,sr128_2.mp3,44383.4,44383.4,Male,36,43876,39,task-u78v,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DeLTA_009591,DeLTA_ts313_2,582b2,ts313_2.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009592,DeLTA_ET313_2,582b2,ET313_2.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009593,DeLTA_ts234_1,582b2,ts234_1.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_009594,DeLTA_SM409_1,582b2,SM409_1.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_009595,DeLTA_RS410_1,582b2,RS410_1.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeLTA_009596,DeLTA_sr128_2,582b2,sr128_2.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009597,DeLTA_TS539_2,582b2,TS539_2.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009598,DeLTA_Rp223_1,582b2,Rp223_1.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_009599,DeLTA_PL431_2,582b2,PL431_2.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009600,DeLTA_TM432_1,582b2,TM432_1.mp3,44383.5,44383.6,Male,38,43876,39,task-u78v,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeLTA_009601,DeLTA_RS410_1,13033,RS410_1.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009602,DeLTA_TS539_2,13033,TS539_2.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009603,DeLTA_TM432_1,13033,TM432_1.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_009604,DeLTA_ts313_2,13033,ts313_2.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009605,DeLTA_Rp223_1,13033,Rp223_1.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_009606,DeLTA_PL431_2,13033,PL431_2.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_009607,DeLTA_sr128_2,13033,sr128_2.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_009608,DeLTA_ET313_2,13033,ET313_2.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
DeLTA_009609,DeLTA_ts234_1,13033,ts234_1.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009610,DeLTA_SM409_1,13033,SM409_1.mp3,44383.6,44383.6,Male,27,43876,39,task-u78v,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_009611,DeLTA_TS539_2,13f25,TS539_2.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009612,DeLTA_Rp223_1,13f25,Rp223_1.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_009613,DeLTA_ET313_2,13f25,ET313_2.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_009614,DeLTA_sr128_2,13f25,sr128_2.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DeLTA_009615,DeLTA_PL431_2,13f25,PL431_2.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_009616,DeLTA_ts313_2,13f25,ts313_2.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009617,DeLTA_SM409_1,13f25,SM409_1.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_009618,DeLTA_RS410_1,13f25,RS410_1.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009619,DeLTA_TM432_1,13f25,TM432_1.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeLTA_009620,DeLTA_ts234_1,13f25,ts234_1.mp3,44383.6,44383.6,Male,29,43876,39,task-u78v,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009621,DeLTA_RF335_1,c6885,RF335_1.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
DeLTA_009622,DeLTA_Pl222_1,c6885,Pl222_1.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009623,DeLTA_ET438_2,c6885,ET438_2.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,9,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_009624,DeLTA_ts236_2,c6885,ts236_2.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009625,DeLTA_NP132_1,c6885,NP132_1.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009626,DeLTA_Rp210_1,c6885,Rp210_1.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_009627,DeLTA_TM418_2,c6885,TM418_2.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_009628,DeLTA_RP304_2,c6885,RP304_2.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_009629,DeLTA_ET222_2,c6885,ET222_2.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009630,DeLTA_ET419_2,c6885,ET419_2.mp3,44382.6,44382.6,Female,43,43876,39,task-uikm,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DeLTA_009631,DeLTA_ts236_2,f508f,ts236_2.mp3,44383,44383,Male,43,43876,39,task-uikm,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009632,DeLTA_TM418_2,f508f,TM418_2.mp3,44383,44383,Male,43,43876,39,task-uikm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_009633,DeLTA_Rp210_1,f508f,Rp210_1.mp3,44383,44383,Male,43,43876,39,task-uikm,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009634,DeLTA_ET222_2,f508f,ET222_2.mp3,44383,44383,Male,43,43876,39,task-uikm,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_009635,DeLTA_RF335_1,f508f,RF335_1.mp3,44383,44383,Male,43,43876,39,task-uikm,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_009636,DeLTA_NP132_1,f508f,NP132_1.mp3,44383,44383,Male,43,43876,39,task-uikm,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_009637,DeLTA_ET419_2,f508f,ET419_2.mp3,44383,44383,Male,43,43876,39,task-uikm,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_009638,DeLTA_Pl222_1,f508f,Pl222_1.mp3,44383,44383,Male,43,43876,39,task-uikm,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009639,DeLTA_RP304_2,f508f,RP304_2.mp3,44383,44383,Male,43,43876,39,task-uikm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_009640,DeLTA_ET438_2,f508f,ET438_2.mp3,44383,44383,Male,43,43876,39,task-uikm,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009641,DeLTA_Pl222_1,4a5c2,Pl222_1.mp3,44383.5,44383.5,Female,30,43876,39,task-uikm,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009642,DeLTA_ET419_2,4a5c2,ET419_2.mp3,44383.5,44383.5,Female,30,43876,39,task-uikm,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DeLTA_009643,DeLTA_Rp210_1,4a5c2,Rp210_1.mp3,44383.5,44383.5,Female,30,43876,39,task-uikm,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_009644,DeLTA_TM418_2,4a5c2,TM418_2.mp3,44383.5,44383.5,Female,30,43876,39,task-uikm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_009645,DeLTA_ET222_2,4a5c2,ET222_2.mp3,44383.5,44383.5,Female,30,43876,39,task-uikm,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_009646,DeLTA_ts236_2,4a5c2,ts236_2.mp3,44383.5,44383.5,Female,30,43876,39,task-uikm,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
