clip_id,dataset_id,LocationID,SessionID,GroupID,latitude,longitude,binaural_start_s,binaural_end_s,audio_asset,video_asset,split,licence_spdx,n_responses,mean_PAQ1_pleasant,mean_PAQ2_vibrant,mean_PAQ3_eventful,mean_PAQ4_chaotic,mean_PAQ5_annoying,mean_PAQ6_monotonous,mean_PAQ7_uneventful,mean_PAQ8_calm,mean_ISOPleasant,mean_ISOEventful,LAeq_dBA,loudness_N_sone,sharpness_S_acum,roughness_R_asper,fluctuation_strength_F_vacil,tonality_T_tu
ISD_ZhongshanPark_ZhongshanPark3_ZP3025,ISD,ZhongshanPark,ZhongshanPark3,ZP3025,,,0.0,,ISD_ZhongshanPark_ZP3025_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,-0.1768,0.0303,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3026,ISD,ZhongshanPark,ZhongshanPark3,ZP3026,,,0.0,,ISD_ZhongshanPark_ZP3026_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,1.0,1.0,3.0,4.0,5.0,3.0,3.0,1.0,-0.7803,0.0732,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3027,ISD,ZhongshanPark,ZhongshanPark3,ZP3027,,,0.0,,ISD_ZhongshanPark_ZP3027_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.1036,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3028,ISD,ZhongshanPark,ZhongshanPark3,ZP3028,,,0.0,,ISD_ZhongshanPark_ZP3028_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,0.0,-0.1893,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3029,ISD,ZhongshanPark,ZhongshanPark3,ZP3029,,,0.0,,ISD_ZhongshanPark_ZP3029_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,-0.2071,0.2071,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3030,ISD,ZhongshanPark,ZhongshanPark3,ZP3030,,,0.0,,ISD_ZhongshanPark_ZP3030_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,-0.1768,-0.3661,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3031,ISD,ZhongshanPark,ZhongshanPark3,ZP3031,,,0.0,,ISD_ZhongshanPark_ZP3031_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,3.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,-0.25,0.1642,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3032,ISD,ZhongshanPark,ZhongshanPark3,ZP3032,,,0.0,,ISD_ZhongshanPark_ZP3032_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,4.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,-0.25,-0.1036,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3033,ISD,ZhongshanPark,ZhongshanPark3,ZP3033,,,0.0,,ISD_ZhongshanPark_ZP3033_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,1.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,-0.8232,-0.0303,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3034,ISD,ZhongshanPark,ZhongshanPark3,ZP3034,,,0.0,,ISD_ZhongshanPark_ZP3034_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0303,0.2803,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3035,ISD,ZhongshanPark,ZhongshanPark3,ZP3035,,,0.0,,ISD_ZhongshanPark_ZP3035_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,-0.6768,0.1768,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3036,ISD,ZhongshanPark,ZhongshanPark3,ZP3036,,,0.0,,ISD_ZhongshanPark_ZP3036_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,0.0429,-0.0429,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3037,ISD,ZhongshanPark,ZhongshanPark3,ZP3037,,,0.0,,ISD_ZhongshanPark_ZP3037_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,1.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,-0.4571,0.2678,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3038,ISD,ZhongshanPark,ZhongshanPark3,ZP3038,,,0.0,,ISD_ZhongshanPark_ZP3038_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,-0.3536,-0.3536,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3039,ISD,ZhongshanPark,ZhongshanPark3,ZP3039,,,0.0,,ISD_ZhongshanPark_ZP3039_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,-0.1036,-0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3040,ISD,ZhongshanPark,ZhongshanPark3,ZP3040,,,0.0,,ISD_ZhongshanPark_ZP3040_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,-0.3964,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3041,ISD,ZhongshanPark,ZhongshanPark3,ZP3041,,,0.0,,ISD_ZhongshanPark_ZP3041_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,-0.3536,0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3042,ISD,ZhongshanPark,ZhongshanPark3,ZP3042,,,0.0,,ISD_ZhongshanPark_ZP3042_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,-0.2071,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3043,ISD,ZhongshanPark,ZhongshanPark3,ZP3043,,,0.0,,ISD_ZhongshanPark_ZP3043_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,1.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,-0.6036,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3044,ISD,ZhongshanPark,ZhongshanPark3,ZP3044,,,0.0,,ISD_ZhongshanPark_ZP3044_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,-0.3536,-0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3045,ISD,ZhongshanPark,ZhongshanPark3,ZP3045,,,0.0,,ISD_ZhongshanPark_ZP3045_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,-0.1036,-0.2929,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3046,ISD,ZhongshanPark,ZhongshanPark3,ZP3046,,,0.0,,ISD_ZhongshanPark_ZP3046_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,-0.5,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3047,ISD,ZhongshanPark,ZhongshanPark3,ZP3047,,,0.0,,ISD_ZhongshanPark_ZP3047_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,1.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,-0.6768,-0.1768,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3048,ISD,ZhongshanPark,ZhongshanPark3,ZP3048,,,0.0,,ISD_ZhongshanPark_ZP3048_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,1.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,-0.6036,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3049,ISD,ZhongshanPark,ZhongshanPark3,ZP3049,,,0.0,,ISD_ZhongshanPark_ZP3049_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,-0.1768,-0.0303,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3050,ISD,ZhongshanPark,ZhongshanPark3,ZP3050,,,0.0,,ISD_ZhongshanPark_ZP3050_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,3.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,0.2197,-0.3839,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3051,ISD,ZhongshanPark,ZhongshanPark3,ZP3051,,,0.0,,ISD_ZhongshanPark_ZP3051_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,-0.2071,-0.2929,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3052,ISD,ZhongshanPark,ZhongshanPark3,ZP3052,,,0.0,,ISD_ZhongshanPark_ZP3052_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,-0.4268,0.0732,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3053,ISD,ZhongshanPark,ZhongshanPark3,ZP3053,,,0.0,,ISD_ZhongshanPark_ZP3053_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,-0.0303,-0.2197,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3054,ISD,ZhongshanPark,ZhongshanPark3,ZP3054,,,0.0,,ISD_ZhongshanPark_ZP3054_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,3.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,-0.3964,0.0607,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3055,ISD,ZhongshanPark,ZhongshanPark3,ZP3055,,,0.0,,ISD_ZhongshanPark_ZP3055_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,-0.3536,0.4571,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3056,ISD,ZhongshanPark,ZhongshanPark3,ZP3056,,,0.0,,ISD_ZhongshanPark_ZP3056_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,0.1464,-0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3057,ISD,ZhongshanPark,ZhongshanPark3,ZP3057,,,0.0,,ISD_ZhongshanPark_ZP3057_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,-0.4268,-0.1768,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3058,ISD,ZhongshanPark,ZhongshanPark3,ZP3058,,,0.0,,ISD_ZhongshanPark_ZP3058_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,-0.3536,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3059,ISD,ZhongshanPark,ZhongshanPark3,ZP3059,,,0.0,,ISD_ZhongshanPark_ZP3059_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,-0.5,0.2071,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3060,ISD,ZhongshanPark,ZhongshanPark3,ZP3060,,,0.0,,ISD_ZhongshanPark_ZP3060_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,-0.4571,-0.0429,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3061,ISD,ZhongshanPark,ZhongshanPark3,ZP3061,,,0.0,,ISD_ZhongshanPark_ZP3061_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,-0.2803,-0.2197,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3062,ISD,ZhongshanPark,ZhongshanPark3,ZP3062,,,0.0,,ISD_ZhongshanPark_ZP3062_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,4.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,0.2929,0.1036,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3063,ISD,ZhongshanPark,ZhongshanPark3,ZP3063,,,0.0,,ISD_ZhongshanPark_ZP3063_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,-0.4571,0.4571,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3064,ISD,ZhongshanPark,ZhongshanPark3,ZP3064,,,0.0,,ISD_ZhongshanPark_ZP3064_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,-0.5,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3065,ISD,ZhongshanPark,ZhongshanPark3,ZP3065,,,0.0,,ISD_ZhongshanPark_ZP3065_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,-0.2071,-0.3964,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3066,ISD,ZhongshanPark,ZhongshanPark3,ZP3066,,,0.0,,ISD_ZhongshanPark_ZP3066_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,3.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,0.3232,-0.1161,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3067,ISD,ZhongshanPark,ZhongshanPark3,ZP3067,,,0.0,,ISD_ZhongshanPark_ZP3067_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,5.0,1.0,5.0,1.0,1.0,5.0,4.0,5.0,0.4142,-0.4822,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3068,ISD,ZhongshanPark,ZhongshanPark3,ZP3068,,,0.0,,ISD_ZhongshanPark_ZP3068_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,1.0,2.0,4.0,5.0,4.0,2.0,3.0,-0.6036,-0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3069,ISD,ZhongshanPark,ZhongshanPark3,ZP3069,,,0.0,,ISD_ZhongshanPark_ZP3069_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,-0.3536,-0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3070,ISD,ZhongshanPark,ZhongshanPark3,ZP3070,,,0.0,,ISD_ZhongshanPark_ZP3070_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,-0.4268,0.3839,,,,,,
ISD_ZhongshanPark_ZhongshanPark3_ZP3071,ISD,ZhongshanPark,ZhongshanPark3,ZP3071,,,0.0,,ISD_ZhongshanPark_ZP3071_binaural,ISD_ZhongshanPark_ZhongshanPark3_360,,CC-BY-4.0,1,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,-0.4268,0.1768,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4001,ISD,ZhongshanPark,ZhongshanPark4,ZP4001,,,0.0,,ISD_ZhongshanPark_ZP4001_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4002,ISD,ZhongshanPark,ZhongshanPark4,ZP4002,,,0.0,,ISD_ZhongshanPark_ZP4002_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.1036,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4003,ISD,ZhongshanPark,ZhongshanPark4,ZP4003,,,0.0,,ISD_ZhongshanPark_ZP4003_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4004,ISD,ZhongshanPark,ZhongshanPark4,ZP4004,,,0.0,,ISD_ZhongshanPark_ZP4004_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.2929,-0.2071,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4005,ISD,ZhongshanPark,ZhongshanPark4,ZP4005,,,0.0,,ISD_ZhongshanPark_ZP4005_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4006,ISD,ZhongshanPark,ZhongshanPark4,ZP4006,,,0.0,,ISD_ZhongshanPark_ZP4006_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,0.25,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4007,ISD,ZhongshanPark,ZhongshanPark4,ZP4007,,,0.0,,ISD_ZhongshanPark_ZP4007_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,0.1161,0.5303,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4008,ISD,ZhongshanPark,ZhongshanPark4,ZP4008,,,0.0,,ISD_ZhongshanPark_ZP4008_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,0.2071,0.2929,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4009,ISD,ZhongshanPark,ZhongshanPark4,ZP4009,,,0.0,,ISD_ZhongshanPark_ZP4009_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,5.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,0.7071,0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4010,ISD,ZhongshanPark,ZhongshanPark4,ZP4010,,,0.0,,ISD_ZhongshanPark_ZP4010_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,0.25,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4011,ISD,ZhongshanPark,ZhongshanPark4,ZP4011,,,0.0,,ISD_ZhongshanPark_ZP4011_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,0.2803,0.1161,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4012,ISD,ZhongshanPark,ZhongshanPark4,ZP4012,,,0.0,,ISD_ZhongshanPark_ZP4012_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,0.4268,0.1768,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4013,ISD,ZhongshanPark,ZhongshanPark4,ZP4013,,,0.0,,ISD_ZhongshanPark_ZP4013_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0732,-0.0732,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4014,ISD,ZhongshanPark,ZhongshanPark4,ZP4014,,,0.0,,ISD_ZhongshanPark_ZP4014_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,0.3232,-0.0732,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4015,ISD,ZhongshanPark,ZhongshanPark4,ZP4015,,,0.0,,ISD_ZhongshanPark_ZP4015_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0732,0.0732,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4016,ISD,ZhongshanPark,ZhongshanPark4,ZP4016,,,0.0,,ISD_ZhongshanPark_ZP4016_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,-0.3232,0.1768,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4017,ISD,ZhongshanPark,ZhongshanPark4,ZP4017,,,0.0,,ISD_ZhongshanPark_ZP4017_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,0.2197,-0.0303,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4018,ISD,ZhongshanPark,ZhongshanPark4,ZP4018,,,0.0,,ISD_ZhongshanPark_ZP4018_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,5.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,0.7803,-0.0732,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4019,ISD,ZhongshanPark,ZhongshanPark4,ZP4019,,,0.0,,ISD_ZhongshanPark_ZP4019_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,5.0,3.0,3.0,1.0,2.0,3.0,4.0,0.6036,0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4020,ISD,ZhongshanPark,ZhongshanPark4,ZP4020,,,0.0,,ISD_ZhongshanPark_ZP4020_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,-0.0429,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4021,ISD,ZhongshanPark,ZhongshanPark4,ZP4021,,,0.0,,ISD_ZhongshanPark_ZP4021_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,5.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,0.2071,0.2929,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4022,ISD,ZhongshanPark,ZhongshanPark4,ZP4022,,,0.0,,ISD_ZhongshanPark_ZP4022_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7803,0.2197,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4023,ISD,ZhongshanPark,ZhongshanPark4,ZP4023,,,0.0,,ISD_ZhongshanPark_ZP4023_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.25,-0.1464,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4024,ISD,ZhongshanPark,ZhongshanPark4,ZP4024,,,0.0,,ISD_ZhongshanPark_ZP4024_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,-0.25,0.25,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4025,ISD,ZhongshanPark,ZhongshanPark4,ZP4025,,,0.0,,ISD_ZhongshanPark_ZP4025_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,0.3536,0.0,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4026,ISD,ZhongshanPark,ZhongshanPark4,ZP4026,,,0.0,,ISD_ZhongshanPark_ZP4026_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,-0.1768,0.2626,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4027,ISD,ZhongshanPark,ZhongshanPark4,ZP4027,,,0.0,,ISD_ZhongshanPark_ZP4027_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,-0.1768,0.2626,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4028,ISD,ZhongshanPark,ZhongshanPark4,ZP4028,,,0.0,,ISD_ZhongshanPark_ZP4028_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.1768,-0.0303,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4029,ISD,ZhongshanPark,ZhongshanPark4,ZP4029,,,0.0,,ISD_ZhongshanPark_ZP4029_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.4571,-0.2071,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4030,ISD,ZhongshanPark,ZhongshanPark4,ZP4030,,,0.0,,ISD_ZhongshanPark_ZP4030_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,3.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,0.3536,-0.3107,,,,,,
ISD_ZhongshanPark_ZhongshanPark4_ZP4031,ISD,ZhongshanPark,ZhongshanPark4,ZP4031,,,0.0,,ISD_ZhongshanPark_ZP4031_binaural,ISD_ZhongshanPark_ZhongshanPark4_360,,CC-BY-4.0,1,5.0,5.0,4.0,1.0,1.0,2.0,3.0,3.0,0.7803,0.1768,,,,,,
