response_id,clip_id,participant_id,language,PAQ1_pleasant,PAQ2_vibrant,PAQ3_eventful,PAQ4_chaotic,PAQ5_annoying,PAQ6_monotonous,PAQ7_uneventful,PAQ8_calm,ISOPleasant,ISOEventful,age,gender
ISD_DadongSquare_DadongSquare2_DSQ2013_RXHY13,ISD_DadongSquare_DadongSquare2_DSQ2013,XHY13,cmn,5.0,4.0,3.0,3.0,1.0,1.0,3.0,5.0,0.7803,0.0732,30.0,2
ISD_DadongSquare_DadongSquare2_DSQ2014_RXHY14,ISD_DadongSquare_DadongSquare2_DSQ2014,XHY14,cmn,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,0.4268,-0.0732,26.0,2
ISD_DadongSquare_DadongSquare2_DSQ2015_RXHY15,ISD_DadongSquare_DadongSquare2_DSQ2015,XHY15,cmn,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,0.3536,0.1464,50.0,2
ISD_DadongSquare_DadongSquare2_DSQ2016_RXHY16,ISD_DadongSquare_DadongSquare2_DSQ2016,XHY16,cmn,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,64.0,2
ISD_DadongSquare_DadongSquare2_DSQ2017_RXHY17,ISD_DadongSquare_DadongSquare2_DSQ2017,XHY17,cmn,2.0,4.0,3.0,3.0,1.0,2.0,4.0,3.0,0.25,0.0429,48.0,1
ISD_DadongSquare_DadongSquare2_DSQ2018_RXHY18,ISD_DadongSquare_DadongSquare2_DSQ2018,XHY18,cmn,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,0.5,0.0,20.0,1
ISD_DadongSquare_DadongSquare2_DSQ2019_RSZW01,ISD_DadongSquare_DadongSquare2_DSQ2019,SZW01,cmn,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0732,-0.0303,40.0,2
ISD_DadongSquare_DadongSquare2_DSQ2020_RSZW02,ISD_DadongSquare_DadongSquare2_DSQ2020,SZW02,cmn,4.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,0.5732,0.1161,30.0,2
ISD_DadongSquare_DadongSquare2_DSQ2021_RSZW03,ISD_DadongSquare_DadongSquare2_DSQ2021,SZW03,cmn,3.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,-0.0303,0.159,60.0,2
ISD_DadongSquare_DadongSquare2_DSQ2022_RSZW04,ISD_DadongSquare_DadongSquare2_DSQ2022,SZW04,cmn,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,-0.2197,-0.0126,36.0,2
ISD_DadongSquare_DadongSquare2_DSQ2023_RSZW05,ISD_DadongSquare_DadongSquare2_DSQ2023,SZW05,cmn,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,-0.4268,0.1768,32.0,1
ISD_DadongSquare_DadongSquare2_DSQ2024_RSZW06,ISD_DadongSquare_DadongSquare2_DSQ2024,SZW06,cmn,4.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,0.091,-0.1768,68.0,1
ISD_DadongSquare_DadongSquare2_DSQ2025_RSZW07,ISD_DadongSquare_DadongSquare2_DSQ2025,SZW07,cmn,4.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,0.4571,-0.3964,25.0,1
ISD_DadongSquare_DadongSquare2_DSQ2026_RSZW08,ISD_DadongSquare_DadongSquare2_DSQ2026,SZW08,cmn,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,0.4268,-0.2803,39.0,2
ISD_DadongSquare_DadongSquare2_DSQ2027_RSZW09,ISD_DadongSquare_DadongSquare2_DSQ2027,SZW09,cmn,4.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,0.2803,0.3661,57.0,2
ISD_DadongSquare_DadongSquare2_DSQ2028_RSZW10,ISD_DadongSquare_DadongSquare2_DSQ2028,SZW10,cmn,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,-0.3536,0.25,52.0,2
ISD_DadongSquare_DadongSquare2_DSQ2029_RSZW11,ISD_DadongSquare_DadongSquare2_DSQ2029,SZW11,cmn,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,0.2197,0.0303,72.0,2
ISD_DadongSquare_DadongSquare2_DSQ2030_RSZW12,ISD_DadongSquare_DadongSquare2_DSQ2030,SZW12,cmn,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.2071,-0.5,56.0,1
ISD_DadongSquare_DadongSquare2_DSQ2031_RSZW13,ISD_DadongSquare_DadongSquare2_DSQ2031,SZW13,cmn,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,0.3232,-0.1768,27.0,1
ISD_DadongSquare_DadongSquare2_DSQ2032_RSZW14,ISD_DadongSquare_DadongSquare2_DSQ2032,SZW14,cmn,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,-0.4268,-0.1768,55.0,2
ISD_DadongSquare_DadongSquare2_DSQ2033_RSZW15,ISD_DadongSquare_DadongSquare2_DSQ2033,SZW15,cmn,3.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,0.4268,-0.2197,21.0,1
ISD_DadongSquare_DadongSquare2_DSQ2034_RSZW16,ISD_DadongSquare_DadongSquare2_DSQ2034,SZW16,cmn,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,0.3536,0.0429,53.0,1
ISD_DadongSquare_DadongSquare2_DSQ2035_RSZW17,ISD_DadongSquare_DadongSquare2_DSQ2035,SZW17,cmn,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,0.4268,-0.2803,53.0,2
ISD_DadongSquare_DadongSquare2_DSQ2036_RSZW18,ISD_DadongSquare_DadongSquare2_DSQ2036,SZW18,cmn,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,-0.3536,-0.1464,20.0,1
ISD_DadongSquare_DadongSquare2_DSQ2037_RSZW19,ISD_DadongSquare_DadongSquare2_DSQ2037,SZW19,cmn,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,0.25,-0.0607,24.0,1
ISD_DadongSquare_DadongSquare2_DSQ2038_RSZW20,ISD_DadongSquare_DadongSquare2_DSQ2038,SZW20,cmn,3.0,4.0,1.0,3.0,3.0,2.0,5.0,2.0,0.0732,-0.1945,26.0,2
ISD_DadongSquare_DadongSquare2_DSQ2039_RZRN01,ISD_DadongSquare_DadongSquare2_DSQ2039,ZRN01,cmn,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.3536,-0.1464,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2040_RZRN02,ISD_DadongSquare_DadongSquare2_DSQ2040,ZRN02,cmn,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,0.0,0.1036,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2041_RZRN03,ISD_DadongSquare_DadongSquare2_DSQ2041,ZRN03,cmn,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,0.1464,0.0,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2042_RZRN04,ISD_DadongSquare_DadongSquare2_DSQ2042,ZRN04,cmn,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.25,-0.1464,65.0,2
ISD_DadongSquare_DadongSquare2_DSQ2043_RZRN05,ISD_DadongSquare_DadongSquare2_DSQ2043,ZRN05,cmn,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,0.3964,-0.1036,55.0,2
ISD_DadongSquare_DadongSquare2_DSQ2044_RZRN06,ISD_DadongSquare_DadongSquare2_DSQ2044,ZRN06,cmn,4.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,0.75,0.0,69.0,2
ISD_DadongSquare_DadongSquare2_DSQ2045_RZRN07,ISD_DadongSquare_DadongSquare2_DSQ2045,ZRN07,cmn,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,0.3107,65.0,2
ISD_DadongSquare_DadongSquare2_DSQ2046_RZRN08,ISD_DadongSquare_DadongSquare2_DSQ2046,ZRN08,cmn,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,66.0,2
ISD_DadongSquare_DadongSquare2_DSQ2047_RZRN09,ISD_DadongSquare_DadongSquare2_DSQ2047,ZRN09,cmn,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0303,0.1768,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2048_RZRN10,ISD_DadongSquare_DadongSquare2_DSQ2048,ZRN10,cmn,5.0,3.0,5.0,1.0,1.0,3.0,5.0,5.0,0.7071,-0.2929,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2049_RZRN11,ISD_DadongSquare_DadongSquare2_DSQ2049,ZRN11,cmn,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,0.3964,0.0,55.0,2
ISD_DadongSquare_DadongSquare2_DSQ2050_RZRN12,ISD_DadongSquare_DadongSquare2_DSQ2050,ZRN12,cmn,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.1036,0.0,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2051_RZRN13,ISD_DadongSquare_DadongSquare2_DSQ2051,ZRN13,cmn,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,0.3536,0.0,68.0,1
ISD_DadongSquare_DadongSquare2_DSQ2052_RZRN14,ISD_DadongSquare_DadongSquare2_DSQ2052,ZRN14,cmn,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,0.0732,-0.0126,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2053_RZRN15,ISD_DadongSquare_DadongSquare2_DSQ2053,ZRN15,cmn,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,0.5,0.0,55.0,2
ISD_DadongSquare_DadongSquare2_DSQ2054_RZRN16,ISD_DadongSquare_DadongSquare2_DSQ2054,ZRN16,cmn,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,0.3536,-0.1464,68.0,2
ISD_DadongSquare_DadongSquare2_DSQ2055_RZRN17,ISD_DadongSquare_DadongSquare2_DSQ2055,ZRN17,cmn,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,60.0,2
ISD_DadongSquare_DadongSquare2_DSQ2056_RZRN18,ISD_DadongSquare_DadongSquare2_DSQ2056,ZRN18,cmn,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,0.7071,-0.2929,83.0,2
ISD_DadongSquare_DadongSquare2_DSQ2057_RZRN19,ISD_DadongSquare_DadongSquare2_DSQ2057,ZRN19,cmn,1.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,0.5126,-0.0732,55.0,1
ISD_DadongSquare_DadongSquare2_DSQ2058_RZRN20,ISD_DadongSquare_DadongSquare2_DSQ2058,ZRN20,cmn,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,0.5,0.0,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2059_RZRN21,ISD_DadongSquare_DadongSquare2_DSQ2059,ZRN21,cmn,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,0.5732,0.0732,24.0,2
ISD_DadongSquare_DadongSquare2_DSQ2060_RZJH01,ISD_DadongSquare_DadongSquare2_DSQ2060,ZJH01,cmn,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.1464,55.0,2
ISD_DadongSquare_DadongSquare2_DSQ2061_RZJH02,ISD_DadongSquare_DadongSquare2_DSQ2061,ZJH02,cmn,4.0,5.0,1.0,2.0,4.0,2.0,5.0,2.0,0.2197,-0.1945,69.0,2
ISD_DadongSquare_DadongSquare2_DSQ2062_RZJH03,ISD_DadongSquare_DadongSquare2_DSQ2062,ZJH03,cmn,5.0,4.0,4.0,2.0,1.0,2.0,5.0,5.0,0.7803,-0.1768,74.0,1
ISD_DadongSquare_DadongSquare2_DSQ2063_RZJH04,ISD_DadongSquare_DadongSquare2_DSQ2063,ZJH04,cmn,5.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,0.9268,-0.341,80.0,1
ISD_DadongSquare_DadongSquare2_DSQ2064_RZJH05,ISD_DadongSquare_DadongSquare2_DSQ2064,ZJH05,cmn,3.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,0.3232,-0.091,71.0,1
ISD_DadongSquare_DadongSquare2_DSQ2065_RZJH06,ISD_DadongSquare_DadongSquare2_DSQ2065,ZJH06,cmn,1.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,-0.4874,-0.341,68.0,2
ISD_DadongSquare_DadongSquare2_DSQ2066_RZJH07,ISD_DadongSquare_DadongSquare2_DSQ2066,ZJH07,cmn,3.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,0.25,-0.1642,34.0,2
ISD_DadongSquare_DadongSquare2_DSQ2067_RZJH08,ISD_DadongSquare_DadongSquare2_DSQ2067,ZJH08,cmn,3.0,5.0,3.0,2.0,1.0,3.0,3.0,5.0,0.5732,-0.0732,30.0,2
ISD_DadongSquare_DadongSquare2_DSQ2068_RZJH09,ISD_DadongSquare_DadongSquare2_DSQ2068,ZJH09,cmn,4.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,-0.1464,-0.3964,58.0,2
ISD_DadongSquare_DadongSquare2_DSQ2069_RZJH10,ISD_DadongSquare_DadongSquare2_DSQ2069,ZJH10,cmn,3.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,-0.3536,0.25,70.0,1
ISD_DadongSquare_DadongSquare2_DSQ2070_RZJH11,ISD_DadongSquare_DadongSquare2_DSQ2070,ZJH11,cmn,5.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,0.3839,0.0126,64.0,2
ISD_DadongSquare_DadongSquare2_DSQ2071_RZJH12,ISD_DadongSquare_DadongSquare2_DSQ2071,ZJH12,cmn,5.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0,0.5607,-0.1642,68.0,2
ISD_DadongSquare_DadongSquare2_DSQ2072_RZJH13,ISD_DadongSquare_DadongSquare2_DSQ2072,ZJH13,cmn,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,0.1036,0.1036,67.0,2
ISD_DadongSquare_DadongSquare2_DSQ2073_RZJH14,ISD_DadongSquare_DadongSquare2_DSQ2073,ZJH14,cmn,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,-0.0732,0.2197,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2074_RZJH15,ISD_DadongSquare_DadongSquare2_DSQ2074,ZJH15,cmn,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,0.1464,-0.0607,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2075_RZJH16,ISD_DadongSquare_DadongSquare2_DSQ2075,ZJH16,cmn,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.1464,-0.3536,24.0,2
ISD_DadongSquare_DadongSquare2_DSQ2076_RZZX01,ISD_DadongSquare_DadongSquare2_DSQ2076,ZZX01,cmn,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,0.0732,-0.0732,56.0,1
ISD_DadongSquare_DadongSquare2_DSQ2077_RZZX02,ISD_DadongSquare_DadongSquare2_DSQ2077,ZZX02,cmn,4.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,0.6036,-0.1036,68.0,2
ISD_DadongSquare_DadongSquare2_DSQ2078_RZZX03,ISD_DadongSquare_DadongSquare2_DSQ2078,ZZX03,cmn,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,0.5,0.0,57.0,1
ISD_DadongSquare_DadongSquare2_DSQ2079_RZZX04,ISD_DadongSquare_DadongSquare2_DSQ2079,ZZX04,cmn,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,0.4268,0.0732,70.0,2
ISD_DadongSquare_DadongSquare2_DSQ2080_RZZX05,ISD_DadongSquare_DadongSquare2_DSQ2080,ZZX05,cmn,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,0.3536,-0.0607,68.0,2
ISD_DadongSquare_DadongSquare2_DSQ2081_RZZX06,ISD_DadongSquare_DadongSquare2_DSQ2081,ZZX06,cmn,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2082_RZZX07,ISD_DadongSquare_DadongSquare2_DSQ2082,ZZX07,cmn,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.2071,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2083_RZZX08,ISD_DadongSquare_DadongSquare2_DSQ2083,ZZX08,cmn,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,0.4268,-0.0303,67.0,1
ISD_DadongSquare_DadongSquare2_DSQ2084_RZZX09,ISD_DadongSquare_DadongSquare2_DSQ2084,ZZX09,cmn,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,0.4268,0.1768,42.0,2
ISD_DadongSquare_DadongSquare2_DSQ2085_RZZX10,ISD_DadongSquare_DadongSquare2_DSQ2085,ZZX10,cmn,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,0.3536,-0.25,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2086_RZZX11,ISD_DadongSquare_DadongSquare2_DSQ2086,ZZX11,cmn,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,0.3536,-0.25,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2087_RZZX12,ISD_DadongSquare_DadongSquare2_DSQ2087,ZZX12,cmn,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,0.2929,-0.1036,62.0,1
ISD_DadongSquare_DadongSquare2_DSQ2088_RZZX13,ISD_DadongSquare_DadongSquare2_DSQ2088,ZZX13,cmn,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,0.1036,-0.1036,63.0,1
ISD_DadongSquare_DadongSquare2_DSQ2089_RZZX14,ISD_DadongSquare_DadongSquare2_DSQ2089,ZZX14,cmn,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.1036,56.0,1
ISD_DadongSquare_DadongSquare2_DSQ2090_RZZX15,ISD_DadongSquare_DadongSquare2_DSQ2090,ZZX15,cmn,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,0.3536,-0.3536,57.0,2
ISD_DadongSquare_DadongSquare2_DSQ2091_RZZX16,ISD_DadongSquare_DadongSquare2_DSQ2091,ZZX16,cmn,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,0.3232,-0.0732,72.0,2
ISD_DadongSquare_DadongSquare2_DSQ2092_RZZX17,ISD_DadongSquare_DadongSquare2_DSQ2092,ZZX17,cmn,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.3964,-0.2071,75.0,1
ISD_DadongSquare_DadongSquare2_DSQ2093_RZZX18,ISD_DadongSquare_DadongSquare2_DSQ2093,ZZX18,cmn,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,0.4268,-0.1768,21.0,2
ISD_DadongSquare_DadongSquare2_DSQ2094_RWX01,ISD_DadongSquare_DadongSquare2_DSQ2094,WX01,cmn,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,0.2803,-0.0303,76.0,1
ISD_DadongSquare_DadongSquare2_DSQ2095_RWX02,ISD_DadongSquare_DadongSquare2_DSQ2095,WX02,cmn,4.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,0.4571,-0.3107,68.0,1
ISD_DadongSquare_DadongSquare2_DSQ2096_RWX03,ISD_DadongSquare_DadongSquare2_DSQ2096,WX03,cmn,5.0,4.0,1.0,3.0,4.0,4.0,5.0,4.0,0.1768,-0.4874,82.0,1
ISD_DadongSquare_DadongSquare2_DSQ2097_RWX04,ISD_DadongSquare_DadongSquare2_DSQ2097,WX04,cmn,4.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,0.5303,-0.6339,69.0,1
ISD_DadongSquare_DadongSquare2_DSQ2098_RWX05,ISD_DadongSquare_DadongSquare2_DSQ2098,WX05,cmn,3.0,4.0,1.0,1.0,5.0,2.0,4.0,4.0,0.159,-0.3839,71.0,1
ISD_DadongSquare_DadongSquare2_DSQ2099_RWX06,ISD_DadongSquare_DadongSquare2_DSQ2099,WX06,cmn,3.0,4.0,1.0,1.0,5.0,2.0,4.0,4.0,0.159,-0.3839,72.0,1
ISD_DadongSquare_DadongSquare2_DSQ2100_RWX07,ISD_DadongSquare_DadongSquare2_DSQ2100,WX07,cmn,3.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,0.3964,-0.3107,60.0,1
ISD_DadongSquare_DadongSquare2_DSQ2101_RWX08,ISD_DadongSquare_DadongSquare2_DSQ2101,WX08,cmn,2.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,-0.3107,-0.3107,60.0,1
ISD_DadongSquare_DadongSquare2_DSQ2102_RWX09,ISD_DadongSquare_DadongSquare2_DSQ2102,WX09,cmn,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,0.3536,-0.3536,76.0,1
ISD_DadongSquare_DadongSquare2_DSQ2103_RWX10,ISD_DadongSquare_DadongSquare2_DSQ2103,WX10,cmn,2.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,0.1768,-0.4268,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2104_RWX11,ISD_DadongSquare_DadongSquare2_DSQ2104,WX11,cmn,3.0,5.0,1.0,1.0,1.0,2.0,5.0,4.0,0.6464,-0.4142,65.0,1
ISD_DadongSquare_DadongSquare2_DSQ2105_RWX12,ISD_DadongSquare_DadongSquare2_DSQ2105,WX12,cmn,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.1036,43.0,2
ISD_DadongSquare_DadongSquare2_DSQ2106_RWX13,ISD_DadongSquare_DadongSquare2_DSQ2106,WX13,cmn,2.0,2.0,3.0,4.0,5.0,2.0,3.0,3.0,-0.3839,0.0732,37.0,2
ISD_DadongSquare_DadongSquare2_DSQ2107_RWX14,ISD_DadongSquare_DadongSquare2_DSQ2107,WX14,cmn,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,0.3232,-0.2374,62.0,1
ISD_DadongSquare_DadongSquare2_DSQ2108_RWX15,ISD_DadongSquare_DadongSquare2_DSQ2108,WX15,cmn,4.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,0.5,-0.3107,34.0,1
ISD_DadongSquare_DadongSquare2_DSQ2109_RWX16,ISD_DadongSquare_DadongSquare2_DSQ2109,WX16,cmn,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,24.0,1
ISD_DadongSquare_DadongSquare2_DSQ2110_RWX17,ISD_DadongSquare_DadongSquare2_DSQ2110,WX17,cmn,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,0.3536,0.1036,31.0,1
ISD_DadongSquare_DadongSquare2_DSQ2111_RWX18,ISD_DadongSquare_DadongSquare2_DSQ2111,WX18,cmn,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.1464,-0.3536,21.0,1
ISD_DadongSquare_DadongSquare2_DSQ2112_RWX19,ISD_DadongSquare_DadongSquare2_DSQ2112,WX19,cmn,3.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,0.3232,-0.3232,24.0,1
ISD_DadongSquare_DadongSquare3_DSQ3001_RGHC01,ISD_DadongSquare_DadongSquare3_DSQ3001,GHC01,cmn,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,0.3232,-0.3839,60.0,2
ISD_DadongSquare_DadongSquare3_DSQ3002_RGHC02,ISD_DadongSquare_DadongSquare3_DSQ3002,GHC02,cmn,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,-0.25,0.2929,69.0,2
ISD_DadongSquare_DadongSquare3_DSQ3003_RGHC03,ISD_DadongSquare_DadongSquare3_DSQ3003,GHC03,cmn,2.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,0.0,0.0858,65.0,1
ISD_DadongSquare_DadongSquare3_DSQ3004_RGHC04,ISD_DadongSquare_DadongSquare3_DSQ3004,GHC04,cmn,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,0.1036,0.0858,55.0,2
ISD_DadongSquare_DadongSquare3_DSQ3005_RGHC05,ISD_DadongSquare_DadongSquare3_DSQ3005,GHC05,cmn,3.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,0.25,0.0858,60.0,1
ISD_DadongSquare_DadongSquare3_DSQ3006_RGHC06,ISD_DadongSquare_DadongSquare3_DSQ3006,GHC06,cmn,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,0.2803,0.0126,67.0,1
ISD_DadongSquare_DadongSquare3_DSQ3007_RGHC07,ISD_DadongSquare_DadongSquare3_DSQ3007,GHC07,cmn,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,0.1768,-0.0303,86.0,1
ISD_DadongSquare_DadongSquare3_DSQ3008_RGHC08,ISD_DadongSquare_DadongSquare3_DSQ3008,GHC08,cmn,1.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,0.1893,0.1036,60.0,1
ISD_DadongSquare_DadongSquare3_DSQ3009_RGHC09,ISD_DadongSquare_DadongSquare3_DSQ3009,GHC09,cmn,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,0.2197,-0.1768,60.0,2
ISD_DadongSquare_DadongSquare3_DSQ3010_RGHC10,ISD_DadongSquare_DadongSquare3_DSQ3010,GHC10,cmn,3.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,0.4268,0.0303,45.0,2
ISD_DadongSquare_DadongSquare3_DSQ3011_RGHC11,ISD_DadongSquare_DadongSquare3_DSQ3011,GHC11,cmn,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,-0.2197,-0.0303,66.0,1
ISD_DadongSquare_DadongSquare3_DSQ3012_RGHC12,ISD_DadongSquare_DadongSquare3_DSQ3012,GHC12,cmn,2.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,-0.0732,0.3839,60.0,1
ISD_DadongSquare_DadongSquare3_DSQ3013_RGHC13,ISD_DadongSquare_DadongSquare3_DSQ3013,GHC13,cmn,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,-0.1036,0.1036,60.0,2
ISD_DadongSquare_DadongSquare3_DSQ3014_RGHC14,ISD_DadongSquare_DadongSquare3_DSQ3014,GHC14,cmn,4.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,0.1768,-0.2803,62.0,1
ISD_DadongSquare_DadongSquare3_DSQ3015_RGHC15,ISD_DadongSquare_DadongSquare3_DSQ3015,GHC15,cmn,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,-0.1464,0.1464,40.0,1
ISD_DadongSquare_DadongSquare3_DSQ3016_RGHC16,ISD_DadongSquare_DadongSquare3_DSQ3016,GHC16,cmn,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,-0.25,55.0,2
ISD_DadongSquare_DadongSquare3_DSQ3017_RGHC17,ISD_DadongSquare_DadongSquare3_DSQ3017,GHC17,cmn,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.1464,-0.1464,82.0,2
ISD_DadongSquare_DadongSquare3_DSQ3018_RGHC18,ISD_DadongSquare_DadongSquare3_DSQ3018,GHC18,cmn,2.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,0.1464,-0.1036,78.0,1
ISD_DadongSquare_DadongSquare3_DSQ3019_RGHC19,ISD_DadongSquare_DadongSquare3_DSQ3019,GHC19,cmn,3.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,0.3536,-0.1464,30.0,1
ISD_DadongSquare_DadongSquare3_DSQ3020_RGHC20,ISD_DadongSquare_DadongSquare3_DSQ3020,GHC20,cmn,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,0.2803,-0.0732,30.0,1
